"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"27","evm.TU.chromosome_1.1254","GO:0007169","cell surface receptor protein tyrosine kinase signa...",608,215,135.48,0.00104,"Biological Processes",0.353618421052632
"28","evm.TU.chromosome_1.91","GO:0048813","dendrite morphogenesis",135,59,30.08,0.00156,"Biological Processes",0.437037037037037
"29","evm.TU.chromosome_1.91","GO:0001822","kidney development",345,96,76.88,0.0016,"Biological Processes",0.278260869565217
"30","evm.TU.chromosome_1.91","GO:0042475","odontogenesis of dentin-containing tooth",85,32,18.94,4.8e-05,"Biological Processes",0.376470588235294
"31","evm.TU.chromosome_1.91","GO:0051124","synaptic assembly at neuromuscular junction",92,25,20.5,0.00178,"Biological Processes",0.271739130434783
"32","evm.TU.chromosome_1.92","GO:0048813","dendrite morphogenesis",135,59,30.08,0.00156,"Biological Processes",0.437037037037037
"33","evm.TU.chromosome_1.92","GO:0001822","kidney development",345,96,76.88,0.0016,"Biological Processes",0.278260869565217
"34","evm.TU.chromosome_1.92","GO:0042475","odontogenesis of dentin-containing tooth",85,32,18.94,4.8e-05,"Biological Processes",0.376470588235294
"35","evm.TU.chromosome_1.92","GO:0051124","synaptic assembly at neuromuscular junction",92,25,20.5,0.00178,"Biological Processes",0.271739130434783
"36","evm.TU.chromosome_1.598","GO:0051965","positive regulation of synapse assembly",82,30,18.27,0.00098,"Biological Processes",0.365853658536585
"37","evm.TU.chromosome_1.598","GO:0007416","synapse assembly",243,83,54.15,0.00217,"Biological Processes",0.34156378600823
"38","evm.TU.chromosome_1.1676","GO:0060325","face morphogenesis",44,24,9.8,3.2e-06,"Biological Processes",0.545454545454545
"39","evm.TU.chromosome_1.1021","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"40","evm.TU.chromosome_1.1021","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"41","evm.TU.chromosome_1.1021","GO:0007346","regulation of mitotic cell cycle",409,130,91.14,0.00096,"Biological Processes",0.317848410757946
"42","evm.TU.chromosome_1.422","GO:0007507","heart development",594,172,132.36,0.00014,"Biological Processes",0.28956228956229
"43","evm.TU.chromosome_1.728","GO:0010172","embryonic body morphogenesis",104,63,23.17,2.8e-17,"Biological Processes",0.605769230769231
"44","evm.TU.chromosome_1.728","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"45","evm.TU.chromosome_1.728","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"46","evm.TU.chromosome_1.728","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"47","evm.TU.chromosome_1.728","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"48","evm.TU.chromosome_1.728","GO:0021915","neural tube development",364,131,81.11,3.7e-13,"Biological Processes",0.35989010989011
"49","evm.TU.chromosome_1.728","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
"50","evm.TU.chromosome_1.728","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"51","evm.TU.chromosome_1.728","GO:2000177","regulation of neural precursor cell proliferation",168,83,37.44,1.8e-15,"Biological Processes",0.494047619047619
"52","evm.TU.chromosome_1.728","GO:0072089","stem cell proliferation",148,71,32.98,8.9e-15,"Biological Processes",0.47972972972973
"53","evm.TU.chromosome_1.680","GO:0001568","blood vessel development",585,177,130.36,1.1e-05,"Biological Processes",0.302564102564103
"54","evm.TU.chromosome_1.680","GO:0007346","regulation of mitotic cell cycle",409,130,91.14,0.00096,"Biological Processes",0.317848410757946
"55","evm.TU.chromosome_1.342","GO:0099139","cheating during chimeric sorocarp development",36,16,8.02,0.00255,"Biological Processes",0.444444444444444
"56","evm.TU.chromosome_1.342","GO:0000281","mitotic cytokinesis",108,36,24.07,0.00274,"Biological Processes",0.333333333333333
"57","evm.TU.chromosome_1.342","GO:0006470","protein dephosphorylation",110,41,24.51,0.00188,"Biological Processes",0.372727272727273
"58","evm.TU.chromosome_1.993","GO:0090263","positive regulation of canonical Wnt signaling path...",82,38,18.27,1.2e-06,"Biological Processes",0.463414634146341
"59","evm.TU.chromosome_1.1640","GO:0006511","ubiquitin-dependent protein catabolic process",364,115,81.11,0.00145,"Biological Processes",0.315934065934066
"60","evm.TU.chromosome_1.607","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"61","evm.TU.chromosome_1.607","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"62","evm.TU.chromosome_1.607","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"63","evm.TU.chromosome_1.607","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"64","evm.TU.chromosome_1.607","GO:0001843","neural tube closure",177,50,39.44,0.00095,"Biological Processes",0.282485875706215
"65","evm.TU.chromosome_1.607","GO:0021915","neural tube development",364,131,81.11,3.7e-13,"Biological Processes",0.35989010989011
"66","evm.TU.chromosome_1.607","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
"67","evm.TU.chromosome_1.607","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"68","evm.TU.chromosome_1.607","GO:2000177","regulation of neural precursor cell proliferation",168,83,37.44,1.8e-15,"Biological Processes",0.494047619047619
"69","evm.TU.chromosome_1.607","GO:0072089","stem cell proliferation",148,71,32.98,8.9e-15,"Biological Processes",0.47972972972973
"70","evm.TU.chromosome_1.1841","GO:0016032","viral process",343,107,76.43,1.6e-05,"Biological Processes",0.311953352769679
"71","evm.TU.chromosome_1.1530","GO:0021987","cerebral cortex development",103,38,22.95,0.00034,"Biological Processes",0.368932038834951
"72","evm.TU.chromosome_1.269","GO:0003341","cilium movement",137,36,30.53,0.00121,"Biological Processes",0.262773722627737
"73","evm.TU.chromosome_1.269","GO:0007368","determination of left/right symmetry",126,48,28.08,0.00022,"Biological Processes",0.380952380952381
"74","evm.TU.chromosome_1.269","GO:0007507","heart development",594,172,132.36,0.00014,"Biological Processes",0.28956228956229
"75","evm.TU.chromosome_1.1270","GO:0000281","mitotic cytokinesis",108,36,24.07,0.00274,"Biological Processes",0.333333333333333
"76","evm.TU.chromosome_1.102","GO:0007507","heart development",594,172,132.36,0.00014,"Biological Processes",0.28956228956229
"77","evm.TU.chromosome_1.102","GO:0043124","negative regulation of canonical NF-kappaB signal t...",60,24,13.37,0.00151,"Biological Processes",0.4
"78","evm.TU.chromosome_1.102","GO:0045651","positive regulation of macrophage differentiation",31,15,6.91,0.00121,"Biological Processes",0.483870967741935
"79","evm.TU.chromosome_1.848","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"80","evm.TU.chromosome_1.848","GO:0010842","retina layer formation",46,22,10.25,0.00012,"Biological Processes",0.478260869565217
"81","evm.TU.chromosome_1.848","GO:0007416","synapse assembly",243,83,54.15,0.00217,"Biological Processes",0.34156378600823
"82","evm.TU.chromosome_1.59","GO:0001568","blood vessel development",585,177,130.36,1.1e-05,"Biological Processes",0.302564102564103
"83","evm.TU.chromosome_1.59","GO:0007346","regulation of mitotic cell cycle",409,130,91.14,0.00096,"Biological Processes",0.317848410757946
"84","evm.TU.chromosome_1.184","GO:0006541","glutamine metabolic process",28,14,6.24,0.00261,"Biological Processes",0.5
"85","evm.TU.chromosome_1.184","GO:0006541","glutamine metabolic process",28,14,6.24,0.00261,"Biological Processes",0.5
"86","evm.TU.chromosome_1.180","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"87","evm.TU.chromosome_1.926","GO:0007507","heart development",594,172,132.36,0.00014,"Biological Processes",0.28956228956229
"88","evm.TU.chromosome_1.926","GO:0007416","synapse assembly",243,83,54.15,0.00217,"Biological Processes",0.34156378600823
"89","evm.TU.chromosome_1.210","GO:0007507","heart development",594,172,132.36,0.00014,"Biological Processes",0.28956228956229
"90","evm.TU.chromosome_1.1712","GO:0007259","cell surface receptor signaling pathway via JAK-STA...",112,48,24.96,0.00218,"Biological Processes",0.428571428571429
"91","evm.TU.chromosome_1.1712","GO:0046627","negative regulation of insulin receptor signaling p...",21,13,4.68,0.00011,"Biological Processes",0.619047619047619
"92","evm.TU.chromosome_1.1712","GO:0007259","cell surface receptor signaling pathway via JAK-STA...",112,48,24.96,0.00218,"Biological Processes",0.428571428571429
"93","evm.TU.chromosome_1.1241","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"94","evm.TU.chromosome_1.1241","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"95","evm.TU.chromosome_1.835","GO:0045762","positive regulation of adenylate cyclase activity",161,11,35.88,0.00072,"Biological Processes",0.0683229813664596
"96","evm.TU.chromosome_1.1455","GO:0010172","embryonic body morphogenesis",104,63,23.17,2.8e-17,"Biological Processes",0.605769230769231
"97","evm.TU.chromosome_1.1455","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"98","evm.TU.chromosome_1.1455","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"99","evm.TU.chromosome_1.1455","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"100","evm.TU.chromosome_1.1455","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"101","evm.TU.chromosome_1.1455","GO:0021915","neural tube development",364,131,81.11,3.7e-13,"Biological Processes",0.35989010989011
"102","evm.TU.chromosome_1.1455","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
"103","evm.TU.chromosome_1.1455","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"104","evm.TU.chromosome_1.1455","GO:2000177","regulation of neural precursor cell proliferation",168,83,37.44,1.8e-15,"Biological Processes",0.494047619047619
"105","evm.TU.chromosome_1.1455","GO:0072089","stem cell proliferation",148,71,32.98,8.9e-15,"Biological Processes",0.47972972972973
"106","evm.TU.chromosome_1.1457","GO:0010172","embryonic body morphogenesis",104,63,23.17,2.8e-17,"Biological Processes",0.605769230769231
"107","evm.TU.chromosome_1.1457","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"108","evm.TU.chromosome_1.1457","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"109","evm.TU.chromosome_1.1457","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"110","evm.TU.chromosome_1.1457","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"111","evm.TU.chromosome_1.1457","GO:0021915","neural tube development",364,131,81.11,3.7e-13,"Biological Processes",0.35989010989011
"112","evm.TU.chromosome_1.1457","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
"113","evm.TU.chromosome_1.1457","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"114","evm.TU.chromosome_1.1457","GO:2000177","regulation of neural precursor cell proliferation",168,83,37.44,1.8e-15,"Biological Processes",0.494047619047619
"115","evm.TU.chromosome_1.1457","GO:0072089","stem cell proliferation",148,71,32.98,8.9e-15,"Biological Processes",0.47972972972973
"116","evm.TU.chromosome_1.1458","GO:0007018","microtubule-based movement",302,87,67.3,0.00175,"Biological Processes",0.288079470198675
"117","evm.TU.chromosome_1.1458","GO:0007018","microtubule-based movement",302,87,67.3,0.00175,"Biological Processes",0.288079470198675
"118","evm.TU.chromosome_1.87","GO:0007346","regulation of mitotic cell cycle",409,130,91.14,0.00096,"Biological Processes",0.317848410757946
"119","evm.TU.chromosome_1.369","GO:0051124","synaptic assembly at neuromuscular junction",92,25,20.5,0.00178,"Biological Processes",0.271739130434783
"120","evm.TU.chromosome_1.979","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"121","evm.TU.chromosome_1.979","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
"122","evm.TU.chromosome_1.1666","GO:0010172","embryonic body morphogenesis",104,63,23.17,2.8e-17,"Biological Processes",0.605769230769231
"123","evm.TU.chromosome_1.1666","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"124","evm.TU.chromosome_1.1666","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"125","evm.TU.chromosome_1.1666","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"126","evm.TU.chromosome_1.1666","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"127","evm.TU.chromosome_1.1666","GO:0021915","neural tube development",364,131,81.11,3.7e-13,"Biological Processes",0.35989010989011
"128","evm.TU.chromosome_1.1666","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
"129","evm.TU.chromosome_1.1666","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"130","evm.TU.chromosome_1.1666","GO:2000177","regulation of neural precursor cell proliferation",168,83,37.44,1.8e-15,"Biological Processes",0.494047619047619
"131","evm.TU.chromosome_1.1666","GO:0072089","stem cell proliferation",148,71,32.98,8.9e-15,"Biological Processes",0.47972972972973
"132","evm.TU.chromosome_1.1664","GO:0010172","embryonic body morphogenesis",104,63,23.17,2.8e-17,"Biological Processes",0.605769230769231
"133","evm.TU.chromosome_1.1664","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"134","evm.TU.chromosome_1.1664","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"135","evm.TU.chromosome_1.1664","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"136","evm.TU.chromosome_1.1664","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"137","evm.TU.chromosome_1.1664","GO:0021915","neural tube development",364,131,81.11,3.7e-13,"Biological Processes",0.35989010989011
"138","evm.TU.chromosome_1.1664","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
"139","evm.TU.chromosome_1.1664","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"140","evm.TU.chromosome_1.1664","GO:2000177","regulation of neural precursor cell proliferation",168,83,37.44,1.8e-15,"Biological Processes",0.494047619047619
"141","evm.TU.chromosome_1.1664","GO:0072089","stem cell proliferation",148,71,32.98,8.9e-15,"Biological Processes",0.47972972972973
"142","evm.TU.chromosome_1.1665","GO:0010172","embryonic body morphogenesis",104,63,23.17,2.8e-17,"Biological Processes",0.605769230769231
"143","evm.TU.chromosome_1.1665","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"144","evm.TU.chromosome_1.1665","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"145","evm.TU.chromosome_1.1665","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"146","evm.TU.chromosome_1.1665","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"147","evm.TU.chromosome_1.1665","GO:0021915","neural tube development",364,131,81.11,3.7e-13,"Biological Processes",0.35989010989011
"148","evm.TU.chromosome_1.1665","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
"149","evm.TU.chromosome_1.1665","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"150","evm.TU.chromosome_1.1665","GO:2000177","regulation of neural precursor cell proliferation",168,83,37.44,1.8e-15,"Biological Processes",0.494047619047619
"151","evm.TU.chromosome_1.1665","GO:0072089","stem cell proliferation",148,71,32.98,8.9e-15,"Biological Processes",0.47972972972973
"152","evm.TU.chromosome_1.1746","GO:0007368","determination of left/right symmetry",126,48,28.08,0.00022,"Biological Processes",0.380952380952381
"153","evm.TU.chromosome_1.1746","GO:0007507","heart development",594,172,132.36,0.00014,"Biological Processes",0.28956228956229
"154","evm.TU.chromosome_1.1746","GO:0001822","kidney development",345,96,76.88,0.0016,"Biological Processes",0.278260869565217
"155","evm.TU.chromosome_1.1746","GO:0043043","peptide biosynthetic process",43,17,9.58,0.00177,"Biological Processes",0.395348837209302
"156","evm.TU.chromosome_1.1464","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"157","evm.TU.chromosome_1.1464","GO:0006338","chromatin remodeling",224,53,49.92,0.00168,"Biological Processes",0.236607142857143
"158","evm.TU.chromosome_1.698","GO:0010172","embryonic body morphogenesis",104,63,23.17,2.8e-17,"Biological Processes",0.605769230769231
"159","evm.TU.chromosome_1.698","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"160","evm.TU.chromosome_1.698","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"161","evm.TU.chromosome_1.698","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"162","evm.TU.chromosome_1.698","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"163","evm.TU.chromosome_1.698","GO:0021915","neural tube development",364,131,81.11,3.7e-13,"Biological Processes",0.35989010989011
"164","evm.TU.chromosome_1.698","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
"165","evm.TU.chromosome_1.698","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"166","evm.TU.chromosome_1.698","GO:2000177","regulation of neural precursor cell proliferation",168,83,37.44,1.8e-15,"Biological Processes",0.494047619047619
"167","evm.TU.chromosome_1.698","GO:0072089","stem cell proliferation",148,71,32.98,8.9e-15,"Biological Processes",0.47972972972973
"168","evm.TU.chromosome_1.1214","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"169","evm.TU.chromosome_1.1214","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"170","evm.TU.chromosome_1.1214","GO:0007346","regulation of mitotic cell cycle",409,130,91.14,0.00096,"Biological Processes",0.317848410757946
"171","evm.TU.chromosome_1.1211","GO:0060026","convergent extension",69,26,15.38,0.00035,"Biological Processes",0.376811594202899
"172","evm.TU.chromosome_1.1210","GO:0060026","convergent extension",69,26,15.38,0.00035,"Biological Processes",0.376811594202899
"173","evm.TU.chromosome_1.1635","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"174","evm.TU.chromosome_1.1635","GO:0010842","retina layer formation",46,22,10.25,0.00012,"Biological Processes",0.478260869565217
"175","evm.TU.chromosome_1.1635","GO:0007416","synapse assembly",243,83,54.15,0.00217,"Biological Processes",0.34156378600823
"176","evm.TU.chromosome_1.1634","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"177","evm.TU.chromosome_1.1634","GO:0010842","retina layer formation",46,22,10.25,0.00012,"Biological Processes",0.478260869565217
"178","evm.TU.chromosome_1.1634","GO:0007416","synapse assembly",243,83,54.15,0.00217,"Biological Processes",0.34156378600823
"179","evm.TU.chromosome_1.618","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"180","evm.TU.chromosome_1.618","GO:0010842","retina layer formation",46,22,10.25,0.00012,"Biological Processes",0.478260869565217
"181","evm.TU.chromosome_1.618","GO:0007416","synapse assembly",243,83,54.15,0.00217,"Biological Processes",0.34156378600823
"182","evm.TU.chromosome_1.611","GO:0048813","dendrite morphogenesis",135,59,30.08,0.00156,"Biological Processes",0.437037037037037
"183","evm.TU.chromosome_1.611","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"184","evm.TU.chromosome_1.611","GO:0010842","retina layer formation",46,22,10.25,0.00012,"Biological Processes",0.478260869565217
"185","evm.TU.chromosome_1.611","GO:0007416","synapse assembly",243,83,54.15,0.00217,"Biological Processes",0.34156378600823
"186","evm.TU.chromosome_1.270","GO:0003341","cilium movement",137,36,30.53,0.00121,"Biological Processes",0.262773722627737
"187","evm.TU.chromosome_1.270","GO:0007368","determination of left/right symmetry",126,48,28.08,0.00022,"Biological Processes",0.380952380952381
"188","evm.TU.chromosome_1.270","GO:0007507","heart development",594,172,132.36,0.00014,"Biological Processes",0.28956228956229
"189","evm.TU.chromosome_1.1671","GO:0010172","embryonic body morphogenesis",104,63,23.17,2.8e-17,"Biological Processes",0.605769230769231
"190","evm.TU.chromosome_1.1671","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"191","evm.TU.chromosome_1.1671","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"192","evm.TU.chromosome_1.1671","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"193","evm.TU.chromosome_1.1671","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"194","evm.TU.chromosome_1.1671","GO:0021915","neural tube development",364,131,81.11,3.7e-13,"Biological Processes",0.35989010989011
"195","evm.TU.chromosome_1.1671","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
"196","evm.TU.chromosome_1.1671","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"197","evm.TU.chromosome_1.1671","GO:2000177","regulation of neural precursor cell proliferation",168,83,37.44,1.8e-15,"Biological Processes",0.494047619047619
"198","evm.TU.chromosome_1.1671","GO:0072089","stem cell proliferation",148,71,32.98,8.9e-15,"Biological Processes",0.47972972972973
"199","evm.TU.chromosome_1.1670","GO:0010172","embryonic body morphogenesis",104,63,23.17,2.8e-17,"Biological Processes",0.605769230769231
"200","evm.TU.chromosome_1.1670","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"201","evm.TU.chromosome_1.1670","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"202","evm.TU.chromosome_1.1670","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"203","evm.TU.chromosome_1.1670","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"204","evm.TU.chromosome_1.1670","GO:0021915","neural tube development",364,131,81.11,3.7e-13,"Biological Processes",0.35989010989011
"205","evm.TU.chromosome_1.1670","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
