PreSens Measurement Studio 2,1.1.2.0,,,,,,,,,,,,,,,,
Date,Time,Id,Delta T [min],Device,Channel,Sensor,Calibration,User,Value,Oxygen Unit,Temp,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
12/19/20,12:28:33,9258527,0.223,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.437,µmol/L,10.084,°C,1029,hPa,Humid,35,0
12/19/20,12:28:34,9258535,0.24,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.397,µmol/L,10.089,°C,1029,hPa,Humid,35,0
12/19/20,12:28:35,9258546,0.257,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.242,µmol/L,10.099,°C,1029,hPa,Humid,35,0
12/19/20,12:28:36,9258555,0.274,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.33,µmol/L,10.102,°C,1029,hPa,Humid,35,0
12/19/20,12:28:37,9258560,0.29,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.347,µmol/L,10.1,°C,1029,hPa,Humid,35,0
12/19/20,12:28:38,9258568,0.307,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.209,µmol/L,10.088,°C,1029,hPa,Humid,35,0
12/19/20,12:28:39,9258579,0.324,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.324,µmol/L,10.095,°C,1029,hPa,Humid,35,0
12/19/20,12:28:40,9258582,0.34,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.43,µmol/L,10.093,°C,1029,hPa,Humid,35,0
12/19/20,12:28:41,9258592,0.357,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.173,µmol/L,10.1,°C,1029,hPa,Humid,35,0
12/19/20,12:28:42,9258603,0.374,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.279,µmol/L,10.1,°C,1029,hPa,Humid,35,0
12/19/20,12:28:43,9258605,0.39,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.28,µmol/L,10.092,°C,1029,hPa,Humid,35,0
12/19/20,12:28:44,9258613,0.407,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.308,µmol/L,10.079,°C,1029,hPa,Humid,35,0
12/19/20,12:28:45,9258624,0.424,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.24,µmol/L,10.092,°C,1029,hPa,Humid,35,0
12/19/20,12:28:46,9258636,0.44,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.552,µmol/L,10.081,°C,1029,hPa,Humid,35,0
12/19/20,12:28:47,9258637,0.457,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.401,µmol/L,10.083,°C,1029,hPa,Humid,35,0
12/19/20,12:28:48,9258646,0.474,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.236,µmol/L,10.103,°C,1029,hPa,Humid,35,0
12/19/20,12:28:49,9258659,0.491,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.342,µmol/L,10.095,°C,1029,hPa,Humid,35,0
12/19/20,12:28:50,9258661,0.507,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.167,µmol/L,10.095,°C,1029,hPa,Humid,35,0
12/19/20,12:28:51,9258675,0.524,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.076,µmol/L,10.109,°C,1029,hPa,Humid,35,0
12/19/20,12:28:52,9258684,0.54,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.315,µmol/L,10.091,°C,1029,hPa,Humid,35,0
12/19/20,12:28:53,9258685,0.557,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.353,µmol/L,10.094,°C,1029,hPa,Humid,35,0
12/19/20,12:28:54,9258694,0.573,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.31,µmol/L,10.097,°C,1029,hPa,Humid,35,0
12/19/20,12:28:55,9258702,0.59,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.098,µmol/L,10.096,°C,1029,hPa,Humid,35,0
12/19/20,12:28:56,9258715,0.607,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.262,µmol/L,10.094,°C,1029,hPa,Humid,35,0
12/19/20,12:28:57,9258724,0.624,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.172,µmol/L,10.108,°C,1029,hPa,Humid,35,0
12/19/20,12:28:58,9258726,0.64,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.373,µmol/L,10.089,°C,1029,hPa,Humid,35,0
12/19/20,12:28:59,9258734,0.657,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.298,µmol/L,10.09,°C,1029,hPa,Humid,35,0
12/19/20,12:29:00,9258747,0.674,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.391,µmol/L,10.097,°C,1029,hPa,Humid,35,0
12/19/20,12:29:01,9258749,0.69,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.281,µmol/L,10.095,°C,1029,hPa,Humid,35,0
12/19/20,12:29:02,9258758,0.707,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.243,µmol/L,10.107,°C,1029,hPa,Humid,35,0
12/19/20,12:29:03,9258767,0.724,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.301,µmol/L,10.082,°C,1029,hPa,Humid,35,0
12/19/20,12:29:04,9258775,0.74,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.516,µmol/L,10.088,°C,1029,hPa,Humid,35,0
12/19/20,12:29:05,9258788,0.757,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.23,µmol/L,10.098,°C,1029,hPa,Humid,35,0
12/19/20,12:29:06,9258790,0.773,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.261,µmol/L,10.1,°C,1029,hPa,Humid,35,0
12/19/20,12:29:07,9258799,0.79,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.164,µmol/L,10.101,°C,1029,hPa,Humid,35,0
12/19/20,12:29:08,9258808,0.807,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.404,µmol/L,10.088,°C,1029,hPa,Humid,35,0
12/19/20,12:29:09,9258820,0.824,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.176,µmol/L,10.097,°C,1029,hPa,Humid,35,0
12/19/20,12:29:10,9258827,0.841,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.31,µmol/L,10.104,°C,1029,hPa,Humid,35,0
12/19/20,12:29:11,9258829,0.857,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.208,µmol/L,10.098,°C,1029,hPa,Humid,35,0
12/19/20,12:29:12,9258839,0.873,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.202,µmol/L,10.115,°C,1029,hPa,Humid,35,0
12/19/20,12:29:13,9258847,0.89,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.364,µmol/L,10.095,°C,1029,hPa,Humid,35,0
12/19/20,12:29:14,9258860,0.907,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.101,µmol/L,10.106,°C,1029,hPa,Humid,35,0
12/19/20,12:29:15,9258868,0.924,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.127,µmol/L,10.108,°C,1029,hPa,Humid,35,0
12/19/20,12:29:16,9258872,0.94,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.959,µmol/L,10.112,°C,1029,hPa,Humid,35,0
12/19/20,12:29:17,9258880,0.957,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.355,µmol/L,10.096,°C,1029,hPa,Humid,35,0
12/19/20,12:29:18,9258892,0.974,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.244,µmol/L,10.091,°C,1029,hPa,Humid,35,0
12/19/20,12:29:19,9258899,0.99,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.27,µmol/L,10.099,°C,1029,hPa,Humid,35,0
12/19/20,12:29:20,9258907,1.007,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.231,µmol/L,10.106,°C,1029,hPa,Humid,35,0
12/19/20,12:29:21,9258912,1.023,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.043,µmol/L,10.11,°C,1029,hPa,Humid,35,0
12/19/20,12:29:22,9258922,1.04,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.312,µmol/L,10.086,°C,1029,hPa,Humid,35,0
12/19/20,12:29:23,9258932,1.057,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.096,µmol/L,10.109,°C,1029,hPa,Humid,35,0
12/19/20,12:29:24,9258939,1.074,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.265,µmol/L,10.097,°C,1029,hPa,Humid,35,0
12/19/20,12:29:25,9258945,1.09,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.259,µmol/L,10.1,°C,1029,hPa,Humid,35,0
12/19/20,12:29:26,9258956,1.107,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.275,µmol/L,10.106,°C,1029,hPa,Humid,35,0
12/19/20,12:29:27,9258964,1.124,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.09,µmol/L,10.107,°C,1029,hPa,Humid,35,0
12/19/20,12:29:28,9258972,1.14,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.193,µmol/L,10.095,°C,1029,hPa,Humid,35,0
12/19/20,12:29:29,9258980,1.157,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.247,µmol/L,10.094,°C,1029,hPa,Humid,35,0
12/19/20,12:29:30,9258987,1.173,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.074,µmol/L,10.117,°C,1029,hPa,Humid,35,0
12/19/20,12:29:31,9258996,1.19,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.202,µmol/L,10.102,°C,1029,hPa,Humid,35,0
12/19/20,12:29:32,9259004,1.207,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.108,µmol/L,10.108,°C,1029,hPa,Humid,35,0
12/19/20,12:29:33,9259012,1.224,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.036,µmol/L,10.113,°C,1029,hPa,Humid,35,0
12/19/20,12:29:34,9259013,1.24,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.923,µmol/L,10.111,°C,1029,hPa,Humid,35,0
12/19/20,12:29:35,9259022,1.257,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.048,µmol/L,10.109,°C,1029,hPa,Humid,35,0
12/19/20,12:29:36,9259029,1.274,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.109,µmol/L,10.102,°C,1029,hPa,Humid,35,0
12/19/20,12:29:37,9259038,1.291,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.185,µmol/L,10.096,°C,1029,hPa,Humid,35,0
12/19/20,12:29:38,9259046,1.307,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.245,µmol/L,10.096,°C,1029,hPa,Humid,35,0
12/19/20,12:29:39,9259055,1.323,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.084,µmol/L,10.113,°C,1029,hPa,Humid,35,0
12/19/20,12:29:40,9259063,1.34,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.1,µmol/L,10.108,°C,1029,hPa,Humid,35,0
12/19/20,12:29:41,9259071,1.357,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.126,µmol/L,10.1,°C,1029,hPa,Humid,35,0
12/19/20,12:29:42,9259080,1.374,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.161,µmol/L,10.109,°C,1029,hPa,Humid,35,0
12/19/20,12:29:43,9259085,1.39,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.016,µmol/L,10.108,°C,1029,hPa,Humid,35,0
12/19/20,12:29:44,9259095,1.407,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.234,µmol/L,10.106,°C,1029,hPa,Humid,35,0
12/19/20,12:29:45,9259102,1.424,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.998,µmol/L,10.105,°C,1029,hPa,Humid,35,0
12/19/20,12:29:46,9259112,1.44,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.326,µmol/L,10.087,°C,1029,hPa,Humid,35,0
12/19/20,12:29:47,9259124,1.457,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.21,µmol/L,10.098,°C,1029,hPa,Humid,35,0
12/19/20,12:29:48,9259126,1.473,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.957,µmol/L,10.112,°C,1029,hPa,Humid,35,0
12/19/20,12:29:49,9259133,1.49,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.137,µmol/L,10.117,°C,1029,hPa,Humid,35,0
12/19/20,12:29:50,9259142,1.507,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.084,µmol/L,10.108,°C,1029,hPa,Humid,35,0
12/19/20,12:29:51,9259151,1.524,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.914,µmol/L,10.118,°C,1029,hPa,Humid,35,0
12/19/20,12:29:52,9259164,1.541,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.108,µmol/L,10.105,°C,1029,hPa,Humid,35,0
12/19/20,12:29:53,9259168,1.557,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.933,µmol/L,10.1,°C,1029,hPa,Humid,35,0
12/19/20,12:29:54,9259175,1.574,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.399,µmol/L,10.096,°C,1029,hPa,Humid,35,0
12/19/20,12:29:55,9259183,1.59,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.178,µmol/L,10.102,°C,1029,hPa,Humid,35,0
12/19/20,12:29:56,9259195,1.607,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.063,µmol/L,10.105,°C,1029,hPa,Humid,35,0
12/19/20,12:29:57,9259200,1.623,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.009,µmol/L,10.104,°C,1029,hPa,Humid,35,0
12/19/20,12:29:58,9259207,1.64,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.07,µmol/L,10.102,°C,1029,hPa,Humid,35,0
12/19/20,12:29:59,9259214,1.657,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.835,µmol/L,10.109,°C,1029,hPa,Humid,35,0
12/19/20,12:30:00,9259223,1.673,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.121,µmol/L,10.103,°C,1029,hPa,Humid,35,0
12/19/20,12:30:01,9259231,1.69,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.052,µmol/L,10.104,°C,1029,hPa,Humid,35,0
12/19/20,12:30:02,9259238,1.707,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.863,µmol/L,10.108,°C,1029,hPa,Humid,35,0
12/19/20,12:30:03,9259246,1.724,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.046,µmol/L,10.104,°C,1029,hPa,Humid,35,0
12/19/20,12:30:04,9259255,1.741,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.139,µmol/L,10.104,°C,1029,hPa,Humid,35,0
12/19/20,12:30:05,9259264,1.757,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.164,µmol/L,10.096,°C,1029,hPa,Humid,35,0
12/19/20,12:30:06,9259272,1.774,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.239,µmol/L,10.097,°C,1029,hPa,Humid,35,0
12/19/20,12:30:07,9259281,1.79,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.168,µmol/L,10.103,°C,1029,hPa,Humid,35,0
12/19/20,12:30:08,9259286,1.807,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.095,µmol/L,10.101,°C,1029,hPa,Humid,35,0
12/19/20,12:30:09,9259294,1.823,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.838,µmol/L,10.116,°C,1029,hPa,Humid,35,0
12/19/20,12:30:10,9259303,1.84,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.123,µmol/L,10.108,°C,1029,hPa,Humid,35,0
12/19/20,12:30:11,9259312,1.857,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.016,µmol/L,10.108,°C,1029,hPa,Humid,35,0
12/19/20,12:30:12,9259319,1.874,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.025,µmol/L,10.11,°C,1029,hPa,Humid,35,0
12/19/20,12:30:13,9259327,1.89,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.832,µmol/L,10.107,°C,1029,hPa,Humid,35,0
12/19/20,12:30:14,9259335,1.907,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.059,µmol/L,10.103,°C,1029,hPa,Humid,35,0
12/19/20,12:30:15,9259343,1.924,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.192,µmol/L,10.098,°C,1029,hPa,Humid,35,0
12/19/20,12:30:16,9259351,1.941,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.892,µmol/L,10.112,°C,1029,hPa,Humid,35,0
12/19/20,12:30:17,9259359,1.957,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.015,µmol/L,10.106,°C,1029,hPa,Humid,35,0
12/19/20,12:30:18,9259367,1.974,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.116,µmol/L,10.088,°C,1029,hPa,Humid,35,0
12/19/20,12:30:19,9259376,1.99,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.033,µmol/L,10.114,°C,1029,hPa,Humid,35,0
12/19/20,12:30:20,9259384,2.007,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.983,µmol/L,10.107,°C,1029,hPa,Humid,35,0
12/19/20,12:30:21,9259391,2.023,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.03,µmol/L,10.104,°C,1029,hPa,Humid,35,0
12/19/20,12:30:22,9259399,2.04,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.998,µmol/L,10.1,°C,1029,hPa,Humid,35,0
12/19/20,12:30:23,9259407,2.057,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.976,µmol/L,10.11,°C,1029,hPa,Humid,35,0
12/19/20,12:30:24,9259414,2.074,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.947,µmol/L,10.101,°C,1029,hPa,Humid,35,0
12/19/20,12:30:25,9259422,2.09,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.875,µmol/L,10.114,°C,1029,hPa,Humid,35,0
12/19/20,12:30:26,9259430,2.107,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.118,µmol/L,10.096,°C,1029,hPa,Humid,35,0
12/19/20,12:30:27,9259439,2.124,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.12,µmol/L,10.106,°C,1029,hPa,Humid,35,0
12/19/20,12:30:28,9259447,2.141,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.075,µmol/L,10.104,°C,1029,hPa,Humid,35,0
12/19/20,12:30:29,9259454,2.157,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.93,µmol/L,10.118,°C,1029,hPa,Humid,35,0
12/19/20,12:30:30,9259462,2.173,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,261.01,µmol/L,10.098,°C,1029,hPa,Humid,35,0
12/19/20,12:30:31,9259471,2.19,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.886,µmol/L,10.105,°C,1029,hPa,Humid,35,0
12/19/20,12:30:32,9259479,2.207,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.766,µmol/L,10.12,°C,1029,hPa,Humid,35,0
12/19/20,12:30:33,9259485,2.223,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),19/12/20 11:19:05,default,260.954,µmol/L,10.11,°C,1029,hPa,Humid,35,0
