"","gene_id","GO.ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","AST.1065","AST.1147","AST.1412","AST.1560","AST.1567","AST.1617","AST.1722","AST.2000","AST.2007","AST.2302","AST.2360","AST.2398","AST.2404","AST.2412","AST.2512","AST.2523","AST.2563","AST.2729","AST.2755"
"13","evm.TU.chromosome_1.419","GO:0007155",0.0266456953493738,0.982873225105427,37,336,"cell adhesion","BP",30,120,68,9,26,21,412,92,15,32,51,163,32,66,17,17,25,3,2
"14","evm.TU.chromosome_1.74","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",695,829,385,28,98,512,479,145,538,595,367,348,637,639,85,616,488,129,84
"15","evm.TU.chromosome_1.74","GO:0005319",0.0159777431406043,0.996812150537244,5,20,"lipid transporter activity","MF",695,829,385,28,98,512,479,145,538,595,367,348,637,639,85,616,488,129,84
"16","evm.TU.chromosome_1.1194","GO:0005874",0.0227362993518771,0.987049461297619,25,210,"microtubule","CC",95,41,28,0,4,55,37,43,29,50,42,6,166,76,13,52,37,6,8
"17","evm.TU.chromosome_1.997","GO:0004222",0.0369089192613595,0.978776891055555,22,188,"metalloendopeptidase activity","MF",404,37,85,73,0,87,18,27,346,91,39,23,64,50,0,67,32,0,0
"18","evm.TU.chromosome_1.1641","GO:0016460",0.000508125822904906,0.999940206320237,7,15,"myosin II complex","CC",2475,1869,1299,110,329,2049,1332,482,2872,3126,1380,2336,1369,1885,326,2551,1854,282,368
"19","evm.TU.chromosome_1.1641","GO:0097513",0.04924403097145,0.996636870424976,2,4,"myosin II filament","CC",2475,1869,1299,110,329,2049,1332,482,2872,3126,1380,2336,1369,1885,326,2551,1854,282,368
"20","evm.TU.chromosome_1.1641","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",2475,1869,1299,110,329,2049,1332,482,2872,3126,1380,2336,1369,1885,326,2551,1854,282,368
"21","evm.TU.chromosome_1.268","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",432,6214,1249,43,1945,1207,4874,1276,867,1009,1366,1778,1911,1789,204,361,1429,40,78
"22","evm.TU.chromosome_1.105","GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",289,0,727,19,11,233,10,46,900,276,251,49,339,2622,29,194,505,16,63
"23","evm.TU.chromosome_1.105","GO:0007155",0.0266456953493738,0.982873225105427,37,336,"cell adhesion","BP",289,0,727,19,11,233,10,46,900,276,251,49,339,2622,29,194,505,16,63
"24","evm.TU.chromosome_1.1891","GO:0005874",0.0227362993518771,0.987049461297619,25,210,"microtubule","CC",3087,9708,3845,19702,2070,6313,6077,1073,2348,3019,4298,3642,2370,2771,577,3083,3483,2080,1516
"25","evm.TU.chromosome_1.1891","GO:0005200",0.0370758975739399,0.983752692613498,11,78,"structural constituent of cytoskeleton","MF",3087,9708,3845,19702,2070,6313,6077,1073,2348,3019,4298,3642,2370,2771,577,3083,3483,2080,1516
"26","evm.TU.chromosome_1.1891","GO:0007017",0.00600273534309736,0.998480283709504,8,35,"microtubule-based process","BP",3087,9708,3845,19702,2070,6313,6077,1073,2348,3019,4298,3642,2370,2771,577,3083,3483,2080,1516
"27","evm.TU.chromosome_1.1695","GO:0000981",0.0179004687202011,0.992724273911804,12,74,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",252,653,112,5,274,333,476,66,271,330,125,497,222,196,47,195,216,23,18
"28","evm.TU.chromosome_1.1695","GO:0045743",0.00920610098403339,0.999401125742288,3,6,"positive regulation of fibroblast growth factor receptor signaling pathway","BP",252,653,112,5,274,333,476,66,271,330,125,497,222,196,47,195,216,23,18
"29","evm.TU.chromosome_1.1509","GO:0001077",0.0338072705107874,0.984843325964078,12,80,NA,NA,596,54,59,4,20,90,140,16,220,381,35,56,412,71,41,44,221,39,26
"30","evm.TU.chromosome_1.272","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",136,455,75,0,399,335,463,40,123,176,130,515,207,132,26,158,440,27,0
"31","evm.TU.chromosome_1.1260","GO:0016849",0.0322409970493545,0.99585721615751,3,9,"phosphorus-oxygen lyase activity","MF",145,1842,120,36,185,196,203,18,80,440,209,387,349,522,47,285,827,0,0
"32","evm.TU.chromosome_1.303","GO:0005044",0.0395704812691337,0.982464450423501,11,79,"scavenger receptor activity","MF",328,952,180,46,52,297,198,52,305,2204,296,740,170,193,8,388,208,37,27
"33","evm.TU.chromosome_1.303","GO:0004252",8.48506754698523e-06,0.999997021339802,30,161,"serine-type endopeptidase activity","MF",328,952,180,46,52,297,198,52,305,2204,296,740,170,193,8,388,208,37,27
"34","evm.TU.chromosome_1.1801","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",85,2623,151,4,2396,142,393,7,49,206,840,477,82,10,32,374,40,4,21
"35","evm.TU.chromosome_1.1801","GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",85,2623,151,4,2396,142,393,7,49,206,840,477,82,10,32,374,40,4,21
"36","evm.TU.chromosome_1.220","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",118,52,17,0,13,41,48,9,67,152,23,24,41,59,9,20,45,21,12
"37","evm.TU.chromosome_1.220","GO:0051014",0.00371257255466092,0.999708424502535,4,8,"actin filament severing","BP",118,52,17,0,13,41,48,9,67,152,23,24,41,59,9,20,45,21,12
"38","evm.TU.chromosome_1.220","GO:0045010",0.0095936812919091,0.998877916569311,4,10,"actin nucleation","BP",118,52,17,0,13,41,48,9,67,152,23,24,41,59,9,20,45,21,12
"39","evm.TU.chromosome_1.1184","GO:0001205",0.0352353920333939,0.998006091423498,2,4,NA,NA,1114,935,786,46,373,1662,580,354,1790,944,922,1075,1235,1664,158,1452,817,181,217
"40","evm.TU.chromosome_1.1184","GO:0001654",0.0416350213601521,0.988986860146682,5,24,"eye development","BP",1114,935,786,46,373,1662,580,354,1790,944,922,1075,1235,1664,158,1452,817,181,217
"41","evm.TU.chromosome_2.753","GO:0002088",0.0352268786080525,0.993061392158004,4,15,"lens development in camera-type eye","BP",444,160,283,47,43,230,154,69,214,446,180,101,122,139,56,184,162,25,15
"42","evm.TU.chromosome_2.753","GO:0045892",0.0118530986149296,0.993409289229733,28,216,"negative regulation of DNA-templated transcription","BP",444,160,283,47,43,230,154,69,214,446,180,101,122,139,56,184,162,25,15
"43","evm.TU.chromosome_2.109","GO:0032549",0.0285473693932665,0.994909799051808,4,13,"ribonucleoside binding","MF",143,35,632,42,19,282,125,33,253,363,191,22,153,215,151,122,386,26,28
"44","evm.TU.chromosome_2.249","GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,75,1251,942,22,706,771,1586,35,55,805,1650,632,785,1596,604,597,294,14,60
"45","evm.TU.chromosome_2.249","GO:0005044",0.0395704812691337,0.982464450423501,11,79,"scavenger receptor activity","MF",75,1251,942,22,706,771,1586,35,55,805,1650,632,785,1596,604,597,294,14,60
"46","evm.TU.chromosome_2.610","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",267,65,124,26,40,196,211,25,234,568,75,162,217,118,19,487,128,51,17
"47","evm.TU.chromosome_2.1910","GO:0004819",0.00512302544682537,1,2,2,"glutamine-tRNA ligase activity","MF",194,498,125,0,139,231,332,50,225,164,126,339,125,119,0,148,74,28,31
"48","evm.TU.chromosome_2.1910","GO:0006425",0.00512302544682537,1,2,2,"glutaminyl-tRNA aminoacylation","BP",194,498,125,0,139,231,332,50,225,164,126,339,125,119,0,148,74,28,31
"49","evm.TU.chromosome_2.1910","GO:0045892",0.0118530986149296,0.993409289229733,28,216,"negative regulation of DNA-templated transcription","BP",194,498,125,0,139,231,332,50,225,164,126,339,125,119,0,148,74,28,31
"50","evm.TU.chromosome_2.819","GO:0001716",0.00522530288149781,1,2,2,"L-amino-acid oxidase activity","MF",908,289,506,25,42,266,166,96,817,537,756,220,1673,1334,145,470,543,171,215
"51","evm.TU.chromosome_2.693","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",615,266,518,14,182,2169,518,132,466,255,885,306,925,987,134,977,447,45,51
"52","evm.TU.chromosome_2.693","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",615,266,518,14,182,2169,518,132,466,255,885,306,925,987,134,977,447,45,51
"53","evm.TU.chromosome_2.218","GO:0030234",0.0470024334439132,0.992751811893373,3,10,"enzyme regulator activity","MF",500,1614,529,43,449,805,1113,223,646,838,475,1471,363,423,84,540,295,73,56
"54","evm.TU.chromosome_2.1926","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",195,145,241,22,59,137,187,239,171,182,130,152,191,128,48,111,127,26,13
"55","evm.TU.chromosome_2.393","GO:0000981",0.0179004687202011,0.992724273911804,12,74,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",267,2476,207,37,883,426,1493,77,255,598,355,1041,211,275,131,338,439,47,41
"56","evm.TU.chromosome_2.393","GO:0001077",0.0338072705107874,0.984843325964078,12,80,NA,NA,267,2476,207,37,883,426,1493,77,255,598,355,1041,211,275,131,338,439,47,41
"57","evm.TU.chromosome_2.393","GO:0071480",0.0474854717878889,0.989567521006655,4,16,"cellular response to gamma radiation","BP",267,2476,207,37,883,426,1493,77,255,598,355,1041,211,275,131,338,439,47,41
"58","evm.TU.chromosome_2.393","GO:0071394",0.0179028091764489,0.997301145403426,4,12,"cellular response to testosterone stimulus","BP",267,2476,207,37,883,426,1493,77,255,598,355,1041,211,275,131,338,439,47,41
"59","evm.TU.chromosome_2.393","GO:0009416",0.0194354164037529,0.99592052590766,5,20,"response to light stimulus","BP",267,2476,207,37,883,426,1493,77,255,598,355,1041,211,275,131,338,439,47,41
"60","evm.TU.chromosome_2.394","GO:0000981",0.0179004687202011,0.992724273911804,12,74,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",439,4450,212,15,476,372,453,42,337,524,429,846,338,1238,133,562,823,34,52
"61","evm.TU.chromosome_2.394","GO:0001077",0.0338072705107874,0.984843325964078,12,80,NA,NA,439,4450,212,15,476,372,453,42,337,524,429,846,338,1238,133,562,823,34,52
"62","evm.TU.chromosome_2.394","GO:0071480",0.0474854717878889,0.989567521006655,4,16,"cellular response to gamma radiation","BP",439,4450,212,15,476,372,453,42,337,524,429,846,338,1238,133,562,823,34,52
"63","evm.TU.chromosome_2.394","GO:0071396",0.0091573477643081,1,2,2,"cellular response to lipid","BP",439,4450,212,15,476,372,453,42,337,524,429,846,338,1238,133,562,823,34,52
"64","evm.TU.chromosome_2.394","GO:0071394",0.0179028091764489,0.997301145403426,4,12,"cellular response to testosterone stimulus","BP",439,4450,212,15,476,372,453,42,337,524,429,846,338,1238,133,562,823,34,52
"65","evm.TU.chromosome_2.394","GO:0009416",0.0194354164037529,0.99592052590766,5,20,"response to light stimulus","BP",439,4450,212,15,476,372,453,42,337,524,429,846,338,1238,133,562,823,34,52
"66","evm.TU.chromosome_2.1261","GO:0031088",0.0426262719518758,0.98512649544913,7,45,"platelet dense granule membrane","CC",277,44,67,3,5,183,16,5,227,147,195,72,141,162,31,20,434,22,23
"67","evm.TU.chromosome_2.1261","GO:0016404",0.0307305142412766,0.990060139115191,7,42,"15-hydroxyprostaglandin dehydrogenase (NAD+) activity","MF",277,44,67,3,5,183,16,5,227,147,195,72,141,162,31,20,434,22,23
"68","evm.TU.chromosome_2.1261","GO:0015662",0.0307305142412766,0.990060139115191,7,42,"P-type ion transporter activity","MF",277,44,67,3,5,183,16,5,227,147,195,72,141,162,31,20,434,22,23
"69","evm.TU.chromosome_2.1261","GO:0043225",0.038375912411378,0.986933957623855,7,44,"ATPase-coupled inorganic anion transmembrane transporter activity","MF",277,44,67,3,5,183,16,5,227,147,195,72,141,162,31,20,434,22,23
"70","evm.TU.chromosome_2.1261","GO:0048661",0.0306218299773448,0.988352127600264,9,59,"positive regulation of smooth muscle cell proliferation","BP",277,44,67,3,5,183,16,5,227,147,195,72,141,162,31,20,434,22,23
"71","evm.TU.chromosome_2.1261","GO:0032310",0.0307305142412766,0.990060139115191,7,42,"prostaglandin secretion","BP",277,44,67,3,5,183,16,5,227,147,195,72,141,162,31,20,434,22,23
"72","evm.TU.chromosome_2.1261","GO:0010243",0.0168103024068338,0.994287177115552,9,53,"response to organonitrogen compound","BP",277,44,67,3,5,183,16,5,227,147,195,72,141,162,31,20,434,22,23
"73","evm.TU.chromosome_2.733","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",124,246,29,0,22,444,653,57,307,7,110,263,349,206,49,39,300,0,10
"74","evm.TU.chromosome_2.1639","GO:0032403",0.0136326673143941,0.993193760771107,20,146,NA,NA,15217,8522,10532,1333,2637,9303,4129,3675,15003,14230,7156,7977,13686,15033,3150,12504,9713,3924,1757
"75","evm.TU.chromosome_2.1058","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",283,46,769,27,8,1646,62,59,612,1135,190,54,439,155,37,382,312,152,12
"76","evm.TU.chromosome_2.1059","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",125,5,568,65,11,1015,0,10,672,1078,115,18,448,122,9,424,153,77,12
"77","evm.TU.chromosome_2.1059","GO:0090729",0.000767702340783581,0.999816806913138,11,41,"toxin activity","MF",125,5,568,65,11,1015,0,10,672,1078,115,18,448,122,9,424,153,77,12
"78","evm.TU.chromosome_2.1059","GO:0044179",0.000278736025552687,0.999984622717223,5,9,"hemolysis in another organism","BP",125,5,568,65,11,1015,0,10,672,1078,115,18,448,122,9,424,153,77,12
"79","evm.TU.chromosome_2.201","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",3482,5815,1191,290,1159,1460,3047,177,1639,5467,801,2942,2782,1013,225,4433,1309,444,270
"80","evm.TU.chromosome_2.205","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",4007,2985,821,422,289,227,721,242,1024,4933,242,867,1147,635,108,2948,382,617,105
"81","evm.TU.chromosome_2.205","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",4007,2985,821,422,289,227,721,242,1024,4933,242,867,1147,635,108,2948,382,617,105
"82","evm.TU.chromosome_2.908","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",20,1177,49,0,99,346,408,196,9,153,65,181,140,68,29,97,38,0,7
"83","evm.TU.chromosome_2.61","GO:0000981",0.0179004687202011,0.992724273911804,12,74,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",467,5323,68,11,300,280,844,72,241,1529,241,313,461,726,119,300,702,33,91
"84","evm.TU.chromosome_2.61","GO:0001077",0.0338072705107874,0.984843325964078,12,80,NA,NA,467,5323,68,11,300,280,844,72,241,1529,241,313,461,726,119,300,702,33,91
"85","evm.TU.chromosome_2.61","GO:0071480",0.0474854717878889,0.989567521006655,4,16,"cellular response to gamma radiation","BP",467,5323,68,11,300,280,844,72,241,1529,241,313,461,726,119,300,702,33,91
"86","evm.TU.chromosome_2.61","GO:0071394",0.0179028091764489,0.997301145403426,4,12,"cellular response to testosterone stimulus","BP",467,5323,68,11,300,280,844,72,241,1529,241,313,461,726,119,300,702,33,91
"87","evm.TU.chromosome_2.61","GO:0009416",0.0194354164037529,0.99592052590766,5,20,"response to light stimulus","BP",467,5323,68,11,300,280,844,72,241,1529,241,313,461,726,119,300,702,33,91
"88","evm.TU.chromosome_2.196","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",1495,723,1122,50,96,1384,727,290,1282,2045,848,805,2649,1560,320,1151,1211,241,150
"89","evm.TU.chromosome_2.196","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",1495,723,1122,50,96,1384,727,290,1282,2045,848,805,2649,1560,320,1151,1211,241,150
"90","evm.TU.chromosome_2.196","GO:0005507",0.0479593786362308,0.979061656004402,10,69,"copper ion binding","MF",1495,723,1122,50,96,1384,727,290,1282,2045,848,805,2649,1560,320,1151,1211,241,150
"91","evm.TU.chromosome_2.196","GO:0052597",0.0278860475409049,0.998613208422248,2,4,"diamine oxidase activity","MF",1495,723,1122,50,96,1384,727,290,1282,2045,848,805,2649,1560,320,1151,1211,241,150
"92","evm.TU.chromosome_2.196","GO:0052598",0.0278860475409049,0.998613208422248,2,4,"histamine oxidase activity","MF",1495,723,1122,50,96,1384,727,290,1282,2045,848,805,2649,1560,320,1151,1211,241,150
"93","evm.TU.chromosome_2.196","GO:0052599",0.0278860475409049,0.998613208422248,2,4,"methylputrescine oxidase activity","MF",1495,723,1122,50,96,1384,727,290,1282,2045,848,805,2649,1560,320,1151,1211,241,150
"94","evm.TU.chromosome_2.196","GO:0052600",0.0278860475409049,0.998613208422248,2,4,"propane-1,3-diamine oxidase activity","MF",1495,723,1122,50,96,1384,727,290,1282,2045,848,805,2649,1560,320,1151,1211,241,150
"95","evm.TU.chromosome_2.196","GO:0032403",0.0136326673143941,0.993193760771107,20,146,NA,NA,1495,723,1122,50,96,1384,727,290,1282,2045,848,805,2649,1560,320,1151,1211,241,150
"96","evm.TU.chromosome_2.196","GO:0097185",0.0278860475409049,0.998613208422248,2,4,"cellular response to azide","BP",1495,723,1122,50,96,1384,727,290,1282,2045,848,805,2649,1560,320,1151,1211,241,150
"97","evm.TU.chromosome_2.196","GO:0035874",0.0278860475409049,0.998613208422248,2,4,"cellular response to copper ion starvation","BP",1495,723,1122,50,96,1384,727,290,1282,2045,848,805,2649,1560,320,1151,1211,241,150
"98","evm.TU.chromosome_2.1076","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",3487,5796,1225,304,507,1095,2000,125,1164,5843,401,797,1593,579,126,6263,589,246,170
"99","evm.TU.chromosome_2.1076","GO:0004252",8.48506754698523e-06,0.999997021339802,30,161,"serine-type endopeptidase activity","MF",3487,5796,1225,304,507,1095,2000,125,1164,5843,401,797,1593,579,126,6263,589,246,170
"100","evm.TU.chromosome_2.1076","GO:0042730",0.000209947654346669,0.999977537015622,7,17,"fibrinolysis","BP",3487,5796,1225,304,507,1095,2000,125,1164,5843,401,797,1593,579,126,6263,589,246,170
"101","evm.TU.chromosome_2.1380","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",671,185,35,32,4,143,93,0,347,335,33,61,144,471,37,362,325,24,29
"102","evm.TU.chromosome_2.745","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",18577,15901,6547,6110,1759,7816,11273,13348,24452,13849,9185,7506,40219,24215,8083,18469,23897,4036,678
"103","evm.TU.chromosome_2.745","GO:0001935",0.0359708162713669,0.992700772826618,4,17,"endothelial cell proliferation","BP",18577,15901,6547,6110,1759,7816,11273,13348,24452,13849,9185,7506,40219,24215,8083,18469,23897,4036,678
"104","evm.TU.chromosome_2.745","GO:0070374",0.0106980812279001,0.995598684486163,14,88,"positive regulation of ERK1 and ERK2 cascade","BP",18577,15901,6547,6110,1759,7816,11273,13348,24452,13849,9185,7506,40219,24215,8083,18469,23897,4036,678
"105","evm.TU.chromosome_2.639","GO:0000981",0.0179004687202011,0.992724273911804,12,74,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",754,445,218,36,43,438,217,117,711,783,508,78,1977,1488,161,1467,916,33,28
"106","evm.TU.chromosome_2.639","GO:0001077",0.0338072705107874,0.984843325964078,12,80,NA,NA,754,445,218,36,43,438,217,117,711,783,508,78,1977,1488,161,1467,916,33,28
"107","evm.TU.chromosome_2.639","GO:0071480",0.0474854717878889,0.989567521006655,4,16,"cellular response to gamma radiation","BP",754,445,218,36,43,438,217,117,711,783,508,78,1977,1488,161,1467,916,33,28
"108","evm.TU.chromosome_2.639","GO:0071396",0.0091573477643081,1,2,2,"cellular response to lipid","BP",754,445,218,36,43,438,217,117,711,783,508,78,1977,1488,161,1467,916,33,28
"109","evm.TU.chromosome_2.639","GO:0071394",0.0179028091764489,0.997301145403426,4,12,"cellular response to testosterone stimulus","BP",754,445,218,36,43,438,217,117,711,783,508,78,1977,1488,161,1467,916,33,28
"110","evm.TU.chromosome_2.639","GO:0009416",0.0194354164037529,0.99592052590766,5,20,"response to light stimulus","BP",754,445,218,36,43,438,217,117,711,783,508,78,1977,1488,161,1467,916,33,28
"111","evm.TU.chromosome_2.635","GO:0004252",8.48506754698523e-06,0.999997021339802,30,161,"serine-type endopeptidase activity","MF",813,3137,571,111,566,196,1468,89,464,1306,161,965,473,177,55,989,344,179,127
"112","evm.TU.chromosome_2.752","GO:0002088",0.0352268786080525,0.993061392158004,4,15,"lens development in camera-type eye","BP",301,29,85,14,0,112,39,35,46,290,40,8,119,57,33,119,86,22,0
"113","evm.TU.chromosome_2.752","GO:0045892",0.0118530986149296,0.993409289229733,28,216,"negative regulation of DNA-templated transcription","BP",301,29,85,14,0,112,39,35,46,290,40,8,119,57,33,119,86,22,0
"114","evm.TU.chromosome_2.641","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",26,8403,849,16,508,368,6642,894,107,132,216,3398,215,169,47,95,258,10,11
"115","evm.TU.chromosome_2.641","GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",26,8403,849,16,508,368,6642,894,107,132,216,3398,215,169,47,95,258,10,11
"116","evm.TU.chromosome_2.642","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",29,1526,113,0,123,76,821,41,28,65,10,522,77,79,9,55,97,0,8
"117","evm.TU.chromosome_2.642","GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",29,1526,113,0,123,76,821,41,28,65,10,522,77,79,9,55,97,0,8
"118","evm.TU.chromosome_2.645","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",609,379,89,31,69,88,149,79,327,1642,182,101,64,684,131,121,508,90,139
"119","evm.TU.chromosome_2.645","GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",609,379,89,31,69,88,149,79,327,1642,182,101,64,684,131,121,508,90,139
"120","evm.TU.chromosome_2.644","GO:0005874",0.0227362993518771,0.987049461297619,25,210,"microtubule","CC",329,1368,199,14,161,234,803,84,281,313,232,431,306,339,48,171,275,21,38
"121","evm.TU.chromosome_2.644","GO:0043242",0.0133835320983097,1,2,2,"negative regulation of protein-containing complex disassembly","BP",329,1368,199,14,161,234,803,84,281,313,232,431,306,339,48,171,275,21,38
"122","evm.TU.chromosome_2.644","GO:0045892",0.0118530986149296,0.993409289229733,28,216,"negative regulation of DNA-templated transcription","BP",329,1368,199,14,161,234,803,84,281,313,232,431,306,339,48,171,275,21,38
"123","evm.TU.chromosome_2.644","GO:0010634",0.0111538934638059,0.996826849038942,8,37,"positive regulation of epithelial cell migration","BP",329,1368,199,14,161,234,803,84,281,313,232,431,306,339,48,171,275,21,38
"124","evm.TU.chromosome_2.644","GO:0009967",0.00941289473224951,1,2,2,"positive regulation of signal transduction","BP",329,1368,199,14,161,234,803,84,281,313,232,431,306,339,48,171,275,21,38
"125","evm.TU.chromosome_2.644","GO:0070848",0.0444800095669064,0.997132254030225,2,4,"response to growth factor","BP",329,1368,199,14,161,234,803,84,281,313,232,431,306,339,48,171,275,21,38
"126","evm.TU.chromosome_3.1277","GO:0070374",0.0106980812279001,0.995598684486163,14,88,"positive regulation of ERK1 and ERK2 cascade","BP",157,81,148,28,20,214,65,44,223,128,189,124,239,197,35,127,87,22,10
"127","evm.TU.chromosome_3.444","GO:0019897",0.0324440979408265,0.991982187597108,5,24,"extrinsic component of plasma membrane","CC",807,733,168,41,35,459,362,110,1224,819,638,285,3076,582,120,552,1518,28,237
"128","evm.TU.chromosome_3.867","GO:0044547",0.0167610410616861,0.999548629887499,2,3,"DNA topoisomerase binding","MF",229,556,176,12,167,315,474,24,194,203,189,359,164,178,21,133,146,38,29
"129","evm.TU.chromosome_3.280","GO:0000786",8.68000423655731e-07,0.999999852856848,17,43,"nucleosome","CC",27,14,25,0,5,123,13,7,12,24,69,6,27,7,6,27,32,13,12
"130","evm.TU.chromosome_3.280","GO:0006352",0.00612245226558986,0.998509730499206,8,27,"DNA-templated transcription initiation","BP",27,14,25,0,5,123,13,7,12,24,69,6,27,7,6,27,32,13,12
"131","evm.TU.chromosome_3.280","GO:0006334",3.34258970070792e-05,0.999992766007381,15,47,"nucleosome assembly","BP",27,14,25,0,5,123,13,7,12,24,69,6,27,7,6,27,32,13,12
"132","evm.TU.chromosome_3.281","GO:0000786",8.68000423655731e-07,0.999999852856848,17,43,"nucleosome","CC",42,43,371,7,20,171,104,263,120,102,63,25,108,113,29,52,9,88,8
"133","evm.TU.chromosome_3.281","GO:0006352",0.00612245226558986,0.998509730499206,8,27,"DNA-templated transcription initiation","BP",42,43,371,7,20,171,104,263,120,102,63,25,108,113,29,52,9,88,8
"134","evm.TU.chromosome_3.281","GO:0006334",3.34258970070792e-05,0.999992766007381,15,47,"nucleosome assembly","BP",42,43,371,7,20,171,104,263,120,102,63,25,108,113,29,52,9,88,8
