"","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","cluster"
"33","GO:0045162","clustering of voltage-gated sodium channels",5,2,0.15,0.00865,"Biological Processes","2"
"34","GO:0030510","regulation of BMP signaling pathway",83,4,2.52,0.00867,"Biological Processes","2"
"35","GO:0032940","secretion by cell",979,29,29.72,0.00874,"Biological Processes","2"
"36","GO:0036159","inner dynein arm assembly",15,3,0.46,0.00964,"Biological Processes","2"
"37","GO:0010125","mycothiol biosynthetic process",29,4,0.88,0.01092,"Biological Processes","2"
"38","GO:0031152","aggregation involved in sorocarp development",6,2,0.18,0.01272,"Biological Processes","2"
"39","GO:0071280","cellular response to copper ion",6,2,0.18,0.01272,"Biological Processes","2"
"40","GO:0032057","negative regulation of translational initiation in ...",6,2,0.18,0.01272,"Biological Processes","2"
"41","GO:0097151","positive regulation of inhibitory postsynaptic pote...",6,2,0.18,0.01272,"Biological Processes","2"
"42","GO:0045494","photoreceptor cell maintenance",31,4,0.94,0.0138,"Biological Processes","2"
"43","GO:0090090","negative regulation of canonical Wnt signaling path...",193,12,5.86,0.01501,"Biological Processes","2"
"44","GO:0006911","phagocytosis, engulfment",32,4,0.97,0.0154,"Biological Processes","2"
"45","GO:0035563","positive regulation of chromatin binding",18,3,0.55,0.01616,"Biological Processes","2"
"46","GO:0007099","centriole replication",14,5,0.43,0.01728,"Biological Processes","2"
"47","GO:0060351","cartilage development involved in endochondral bone...",27,3,0.82,0.01743,"Biological Processes","2"
"48","GO:1904322","cellular response to forskolin",7,2,0.21,0.01746,"Biological Processes","2"
"49","GO:0015705","iodide transport",7,2,0.21,0.01746,"Biological Processes","2"
"50","GO:1901386","negative regulation of voltage-gated calcium channe...",7,2,0.21,0.01746,"Biological Processes","2"
"51","GO:0045724","positive regulation of cilium assembly",7,2,0.21,0.01746,"Biological Processes","2"
"52","GO:0001702","gastrulation with mouth forming second",37,4,1.12,0.01873,"Biological Processes","2"
"53","GO:0006812","monoatomic cation transport",873,24,26.5,0.01926,"Biological Processes","2"
"54","GO:0007166","cell surface receptor signaling pathway",2495,100,75.74,0.02051,"Biological Processes","2"
"55","GO:0007018","microtubule-based movement",302,15,9.17,0.02149,"Biological Processes","2"
"56","GO:0051298","centrosome duplication",35,7,1.06,0.02247,"Biological Processes","2"
"57","GO:0030198","extracellular matrix organization",309,16,9.38,0.02253,"Biological Processes","2"
"58","GO:0045947","negative regulation of translational initiation",14,4,0.43,0.02266,"Biological Processes","2"
"59","GO:0051457","maintenance of protein location in nucleus",12,3,0.36,0.02274,"Biological Processes","2"
"60","GO:0085020","protein K6-linked ubiquitination",8,2,0.24,0.02281,"Biological Processes","2"
"61","GO:0045176","apical protein localization",8,2,0.24,0.02281,"Biological Processes","2"
"62","GO:0035279","miRNA-mediated gene silencing by mRNA destabilizati...",8,2,0.24,0.02281,"Biological Processes","2"
"63","GO:0035562","negative regulation of chromatin binding",8,2,0.24,0.02281,"Biological Processes","2"
"64","GO:0002230","positive regulation of defense response to virus by...",21,3,0.64,0.02464,"Biological Processes","2"
"65","GO:0050891","multicellular organismal-level water homeostasis",18,3,0.55,0.02867,"Biological Processes","2"
"66","GO:0070317","negative regulation of G0 to G1 transition",9,2,0.27,0.02875,"Biological Processes","2"
"67","GO:0071360","cellular response to exogenous dsRNA",9,2,0.27,0.02875,"Biological Processes","2"
"68","GO:0070268","cornification",9,2,0.27,0.02875,"Biological Processes","2"
"69","GO:0072708","response to sorbitol",4,2,0.12,0.0303,"Biological Processes","2"
"70","GO:1903429","regulation of cell maturation",48,3,1.46,0.03032,"Biological Processes","2"
"71","GO:0046833","positive regulation of RNA export from nucleus",1,1,0.03,0.03036,"Biological Processes","2"
"72","GO:0006850","mitochondrial pyruvate transmembrane transport",1,1,0.03,0.03036,"Biological Processes","2"
"73","GO:0060313","negative regulation of blood vessel remodeling",1,1,0.03,0.03036,"Biological Processes","2"
"74","GO:0033030","negative regulation of neutrophil apoptotic process",1,1,0.03,0.03036,"Biological Processes","2"
"75","GO:0072013","glomus development",1,1,0.03,0.03036,"Biological Processes","2"
"76","GO:0046603","negative regulation of mitotic centrosome separatio...",1,1,0.03,0.03036,"Biological Processes","2"
"77","GO:2001027","negative regulation of endothelial cell chemotaxis",1,1,0.03,0.03036,"Biological Processes","2"
"78","GO:0032487","regulation of Rap protein signal transduction",1,1,0.03,0.03036,"Biological Processes","2"
"79","GO:0043379","memory T cell differentiation",1,1,0.03,0.03036,"Biological Processes","2"
"80","GO:0043314","negative regulation of neutrophil degranulation",1,1,0.03,0.03036,"Biological Processes","2"
"81","GO:0060843","venous endothelial cell differentiation",1,1,0.03,0.03036,"Biological Processes","2"
"82","GO:0003192","mitral valve formation",1,1,0.03,0.03036,"Biological Processes","2"
"83","GO:0003162","atrioventricular node development",1,1,0.03,0.03036,"Biological Processes","2"
"84","GO:0072144","glomerular mesangial cell development",1,1,0.03,0.03036,"Biological Processes","2"
"85","GO:0003166","bundle of His development",1,1,0.03,0.03036,"Biological Processes","2"
"86","GO:0003169","coronary vein morphogenesis",1,1,0.03,0.03036,"Biological Processes","2"
"87","GO:0039695","DNA-templated viral transcription",1,1,0.03,0.03036,"Biological Processes","2"
"88","GO:0060528","secretory columnal luminar epithelial cell differen...",1,1,0.03,0.03036,"Biological Processes","2"
"89","GO:1901995","positive regulation of meiotic cell cycle phase tra...",1,1,0.03,0.03036,"Biological Processes","2"
"90","GO:0051891","positive regulation of cardioblast differentiation",1,1,0.03,0.03036,"Biological Processes","2"
"91","GO:0009561","megagametogenesis",1,1,0.03,0.03036,"Biological Processes","2"
"92","GO:0021685","cerebellar granular layer structural organization",1,1,0.03,0.03036,"Biological Processes","2"
"93","GO:0051867","general adaptation syndrome, behavioral process",1,1,0.03,0.03036,"Biological Processes","2"
"94","GO:0003270","Notch signaling pathway involved in regulation of s...",1,1,0.03,0.03036,"Biological Processes","2"
"95","GO:0003273","cell migration involved in endocardial cushion form...",1,1,0.03,0.03036,"Biological Processes","2"
"96","GO:0003213","cardiac right atrium morphogenesis",1,1,0.03,0.03036,"Biological Processes","2"
"97","GO:0003218","cardiac left ventricle formation",1,1,0.03,0.03036,"Biological Processes","2"
"98","GO:0003219","cardiac right ventricle formation",1,1,0.03,0.03036,"Biological Processes","2"
"99","GO:0072739","response to anisomycin",1,1,0.03,0.03036,"Biological Processes","2"
"100","GO:0002635","negative regulation of germinal center formation",1,1,0.03,0.03036,"Biological Processes","2"
"101","GO:0035198","miRNA binding",126,13,3.76,1e-04,"Molecular Functions","2"
"102","GO:0005524","ATP binding",2243,96,66.94,0.00016,"Molecular Functions","2"
"103","GO:0004842","ubiquitin-protein transferase activity",604,40,18.03,0.00036,"Molecular Functions","2"
"104","GO:0016874","ligase activity",573,31,17.1,4e-04,"Molecular Functions","2"
"105","GO:0005509","calcium ion binding",1711,74,51.07,0.00073,"Molecular Functions","2"
"106","GO:0005160","transforming growth factor beta receptor binding",30,5,0.9,0.00179,"Molecular Functions","2"
"107","GO:0008270","zinc ion binding",1782,74,53.19,0.00219,"Molecular Functions","2"
"108","GO:0061630","ubiquitin protein ligase activity",241,16,7.19,0.00248,"Molecular Functions","2"
"109","GO:0005096","GTPase activator activity",118,10,3.52,0.00282,"Molecular Functions","2"
"110","GO:0005125","cytokine activity",64,7,1.91,0.0029,"Molecular Functions","2"
"111","GO:0035197","siRNA binding",11,3,0.33,0.00365,"Molecular Functions","2"
"112","GO:0008569","minus-end-directed microtubule motor activity",36,5,1.07,0.00408,"Molecular Functions","2"
"113","GO:0052598","histamine oxidase activity",4,2,0.12,0.00513,"Molecular Functions","2"
"114","GO:0005049","nuclear export signal receptor activity",5,2,0.15,0.00838,"Molecular Functions","2"
"115","GO:0070551","endoribonuclease activity, cleaving siRNA-paired mR...",5,2,0.15,0.00838,"Molecular Functions","2"
"116","GO:0030553","cGMP binding",15,3,0.45,0.0092,"Molecular Functions","2"
"117","GO:0102710","D-inositol-3-phosphate glycosyltransferase activity",29,4,0.87,0.01031,"Molecular Functions","2"
"118","GO:0008429","phosphatidylethanolamine binding",16,3,0.48,0.01108,"Molecular Functions","2"
"119","GO:0004965","G protein-coupled GABA receptor activity",16,3,0.48,0.01108,"Molecular Functions","2"
"120","GO:0016887","ATP hydrolysis activity",213,13,6.36,0.01184,"Molecular Functions","2"
"121","GO:0005223","intracellularly cGMP-activated cation channel activ...",6,2,0.18,0.01232,"Molecular Functions","2"
"122","GO:0016995","cholesterol oxidase activity",6,2,0.18,0.01232,"Molecular Functions","2"
"123","GO:0002162","dystroglycan binding",18,3,0.54,0.01545,"Molecular Functions","2"
"124","GO:0004386","helicase activity",274,13,8.18,0.02005,"Molecular Functions","2"
"125","GO:0051959","dynein light intermediate chain binding",36,4,1.07,0.02173,"Molecular Functions","2"
"126","GO:0004769","steroid Delta-isomerase activity",8,2,0.24,0.0221,"Molecular Functions","2"
"127","GO:1990825","sequence-specific mRNA binding",8,2,0.24,0.0221,"Molecular Functions","2"
"128","GO:0000340","RNA 7-methylguanosine cap binding",8,2,0.24,0.0221,"Molecular Functions","2"
"129","GO:0004534","5'-3' RNA exonuclease activity",8,2,0.24,0.0221,"Molecular Functions","2"
"130","GO:0008017","microtubule binding",145,10,4.33,0.02348,"Molecular Functions","2"
"131","GO:0045503","dynein light chain binding",37,4,1.1,0.0238,"Molecular Functions","2"
"132","GO:0019900","kinase binding",498,18,14.86,0.02498,"Molecular Functions","2"
"133","GO:0046872","metal ion binding",6407,235,191.22,0.02721,"Molecular Functions","2"
"134","GO:0016844","strictosidine synthase activity",1,1,0.03,0.02985,"Molecular Functions","2"
"135","GO:0008418","protein-N-terminal asparagine amidohydrolase activi...",1,1,0.03,0.02985,"Molecular Functions","2"
"136","GO:0043404","corticotropin-releasing hormone receptor activity",1,1,0.03,0.02985,"Molecular Functions","2"
"137","GO:0051424","corticotropin-releasing hormone binding",1,1,0.03,0.02985,"Molecular Functions","2"
"138","GO:0052856","NAD(P)HX epimerase activity",1,1,0.03,0.02985,"Molecular Functions","2"
"139","GO:0004343","glucosamine 6-phosphate N-acetyltransferase activit...",1,1,0.03,0.02985,"Molecular Functions","2"
"140","GO:0004347","glucose-6-phosphate isomerase activity",1,1,0.03,0.02985,"Molecular Functions","2"
"141","GO:0052825","inositol-1,3,4,5,6-pentakisphosphate 1-phosphatase ...",1,1,0.03,0.02985,"Molecular Functions","2"
"142","GO:0045142","triplex DNA binding",1,1,0.03,0.02985,"Molecular Functions","2"
"143","GO:0052830","inositol-1,3,4,6-tetrakisphosphate 6-phosphatase ac...",1,1,0.03,0.02985,"Molecular Functions","2"
"144","GO:0052831","inositol-1,3,4,6-tetrakisphosphate 1-phosphatase ac...",1,1,0.03,0.02985,"Molecular Functions","2"
"145","GO:0052835","inositol-3,4,6-trisphosphate 1-kinase activity",1,1,0.03,0.02985,"Molecular Functions","2"
"146","GO:0004766","spermidine synthase activity",1,1,0.03,0.02985,"Molecular Functions","2"
"147","GO:0009815","1-aminocyclopropane-1-carboxylate oxidase activity",1,1,0.03,0.02985,"Molecular Functions","2"
"148","GO:0004641","phosphoribosylformylglycinamidine cyclo-ligase acti...",1,1,0.03,0.02985,"Molecular Functions","2"
"149","GO:0003972","RNA ligase (ATP) activity",1,1,0.03,0.02985,"Molecular Functions","2"
"150","GO:0004637","phosphoribosylamine-glycine ligase activity",1,1,0.03,0.02985,"Molecular Functions","2"
"151","GO:0001566","non-kinase phorbol ester receptor activity",1,1,0.03,0.02985,"Molecular Functions","2"
"152","GO:0045294","alpha-catenin binding",1,1,0.03,0.02985,"Molecular Functions","2"
"153","GO:0030794","(S)-coclaurine-N-methyltransferase activity",1,1,0.03,0.02985,"Molecular Functions","2"
"154","GO:0031682","G-protein gamma-subunit binding",1,1,0.03,0.02985,"Molecular Functions","2"
"155","GO:0004471","malate dehydrogenase (decarboxylating) (NAD+) activ...",1,1,0.03,0.02985,"Molecular Functions","2"
"156","GO:0004473","malate dehydrogenase (decarboxylating) (NADP+) acti...",1,1,0.03,0.02985,"Molecular Functions","2"
"157","GO:0097363","protein O-acetylglucosaminyltransferase activity",1,1,0.03,0.02985,"Molecular Functions","2"
"158","GO:1905172","RISC complex binding",1,1,0.03,0.02985,"Molecular Functions","2"
"159","GO:0015254","glycerol channel activity",1,1,0.03,0.02985,"Molecular Functions","2"
"160","GO:0106073","dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-gl...",1,1,0.03,0.02985,"Molecular Functions","2"
"161","GO:0008294","calcium- and calmodulin-responsive adenylate cyclas...",1,1,0.03,0.02985,"Molecular Functions","2"
"162","GO:0001069","regulatory region RNA binding",1,1,0.03,0.02985,"Molecular Functions","2"
"163","GO:0000309","nicotinamide-nucleotide adenylyltransferase activit...",1,1,0.03,0.02985,"Molecular Functions","2"
"164","GO:0004816","asparagine-tRNA ligase activity",1,1,0.03,0.02985,"Molecular Functions","2"
"165","GO:0004117","calmodulin-activated dual specificity 3',5'-cyclic-...",1,1,0.03,0.02985,"Molecular Functions","2"
"166","GO:0042947","glucoside transmembrane transporter activity",1,1,0.03,0.02985,"Molecular Functions","2"
"167","GO:0004585","ornithine carbamoyltransferase activity",1,1,0.03,0.02985,"Molecular Functions","2"
"168","GO:0005249","voltage-gated potassium channel activity",145,11,4.33,0.02991,"Molecular Functions","2"
"169","GO:0080025","phosphatidylinositol-3,5-bisphosphate binding",23,3,0.69,0.03005,"Molecular Functions","2"
"170","GO:0045505","dynein intermediate chain binding",40,4,1.19,0.03073,"Molecular Functions","2"
"171","GO:0004672","protein kinase activity",942,38,28.11,0.03206,"Molecular Functions","2"
"172","GO:0003688","DNA replication origin binding",10,2,0.3,0.03414,"Molecular Functions","2"
"173","GO:0045545","syndecan binding",10,2,0.3,0.03414,"Molecular Functions","2"
"174","GO:0008083","growth factor activity",103,7,3.07,0.03458,"Molecular Functions","2"
"175","GO:0050840","extracellular matrix binding",63,5,1.88,0.03722,"Molecular Functions","2"
"176","GO:0070006","metalloaminopeptidase activity",25,3,0.75,0.03736,"Molecular Functions","2"
"177","GO:0008201","heparin binding",175,10,5.22,0.03748,"Molecular Functions","2"
"178","GO:0035613","RNA stem-loop binding",11,2,0.33,0.04092,"Molecular Functions","2"
"179","GO:0003785","actin monomer binding",11,2,0.33,0.04092,"Molecular Functions","2"
"180","GO:0048406","nerve growth factor binding",11,2,0.33,0.04092,"Molecular Functions","2"
"181","GO:0005227","calcium-activated cation channel activity",25,3,0.75,0.04805,"Molecular Functions","2"
"182","GO:0004784","superoxide dismutase activity",12,2,0.36,0.04815,"Molecular Functions","2"
