"","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","cluster"
"22","GO:0044111","formation of structure involved in a symbiotic proc...",1,1,0.01,0.0126,"Biological Processes","5"
"23","GO:0006196","AMP catabolic process",1,1,0.01,0.0126,"Biological Processes","5"
"24","GO:1903442","response to lipoic acid",1,1,0.01,0.0126,"Biological Processes","5"
"25","GO:0038033","positive regulation of endothelial cell chemotaxis ...",1,1,0.01,0.0126,"Biological Processes","5"
"26","GO:0007516","hemocyte development",1,1,0.01,0.0126,"Biological Processes","5"
"27","GO:0042690","negative regulation of crystal cell differentiation",1,1,0.01,0.0126,"Biological Processes","5"
"28","GO:0009590","detection of gravity",1,1,0.01,0.0126,"Biological Processes","5"
"29","GO:0036255","response to methylamine",1,1,0.01,0.0126,"Biological Processes","5"
"30","GO:0007168","receptor guanylyl cyclase signaling pathway",14,2,0.18,0.013,"Biological Processes","5"
"31","GO:0010815","bradykinin catabolic process",15,2,0.19,0.0149,"Biological Processes","5"
"32","GO:0060325","face morphogenesis",44,3,0.55,0.0179,"Biological Processes","5"
"33","GO:1904948","midbrain dopaminergic neuron differentiation",17,2,0.21,0.019,"Biological Processes","5"
"34","GO:0042554","superoxide anion generation",17,2,0.21,0.019,"Biological Processes","5"
"35","GO:2000051","negative regulation of non-canonical Wnt signaling ...",18,2,0.23,0.0212,"Biological Processes","5"
"36","GO:0031641","regulation of myelination",18,2,0.23,0.0212,"Biological Processes","5"
"37","GO:0090009","primitive streak formation",18,2,0.23,0.0212,"Biological Processes","5"
"38","GO:0034392","negative regulation of smooth muscle cell apoptotic...",18,2,0.23,0.0212,"Biological Processes","5"
"39","GO:0090118","receptor-mediated endocytosis involved in cholester...",18,2,0.23,0.0212,"Biological Processes","5"
"40","GO:0007129","homologous chromosome pairing at meiosis",19,2,0.24,0.0235,"Biological Processes","5"
"41","GO:0035261","external genitalia morphogenesis",19,2,0.24,0.0235,"Biological Processes","5"
"42","GO:0090244","Wnt signaling pathway involved in somitogenesis",19,2,0.24,0.0235,"Biological Processes","5"
"43","GO:0090245","axis elongation involved in somitogenesis",19,2,0.24,0.0235,"Biological Processes","5"
"44","GO:0038111","interleukin-7-mediated signaling pathway",2,1,0.03,0.025,"Biological Processes","5"
"45","GO:0048298","positive regulation of isotype switching to IgA iso...",2,1,0.03,0.025,"Biological Processes","5"
"46","GO:0018406","protein C-linked glycosylation via 2'-alpha-mannosy...",2,1,0.03,0.025,"Biological Processes","5"
"47","GO:1903010","regulation of bone development",2,1,0.03,0.025,"Biological Processes","5"
"48","GO:1905701","positive regulation of xenobiotic detoxification by...",2,1,0.03,0.025,"Biological Processes","5"
"49","GO:1902203","negative regulation of hepatocyte growth factor rec...",2,1,0.03,0.025,"Biological Processes","5"
"50","GO:0021693","cerebellar Purkinje cell layer structural organizat...",2,1,0.03,0.025,"Biological Processes","5"
"51","GO:0021628","olfactory nerve formation",2,1,0.03,0.025,"Biological Processes","5"
"52","GO:0046086","adenosine biosynthetic process",2,1,0.03,0.025,"Biological Processes","5"
"53","GO:1900036","positive regulation of cellular response to heat",2,1,0.03,0.025,"Biological Processes","5"
"54","GO:2001113","negative regulation of cellular response to hepatoc...",2,1,0.03,0.025,"Biological Processes","5"
"55","GO:0043060","meiotic metaphase I homologous chromosome alignment",2,1,0.03,0.025,"Biological Processes","5"
"56","GO:0003428","chondrocyte intercalation involved in growth plate ...",2,1,0.03,0.025,"Biological Processes","5"
"57","GO:0007060","male meiosis chromosome segregation",2,1,0.03,0.025,"Biological Processes","5"
"58","GO:0051005","negative regulation of lipoprotein lipase activity",2,1,0.03,0.025,"Biological Processes","5"
"59","GO:1904037","positive regulation of epithelial cell apoptotic pr...",2,1,0.03,0.025,"Biological Processes","5"
"60","GO:0006718","juvenile hormone biosynthetic process",2,1,0.03,0.025,"Biological Processes","5"
"61","GO:0060535","trachea cartilage morphogenesis",20,2,0.25,0.0259,"Biological Processes","5"
"62","GO:1904886","beta-catenin destruction complex disassembly",21,2,0.26,0.0283,"Biological Processes","5"
"63","GO:0007283","spermatogenesis",245,8,3.09,0.0305,"Biological Processes","5"
"64","GO:0000381","regulation of alternative mRNA splicing, via splice...",22,2,0.28,0.0309,"Biological Processes","5"
"65","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent prote...",23,2,0.29,0.0336,"Biological Processes","5"
"66","GO:0030917","midbrain-hindbrain boundary development",23,2,0.29,0.0336,"Biological Processes","5"
"67","GO:0021587","cerebellum morphogenesis",37,3,0.47,0.0361,"Biological Processes","5"
"68","GO:0071397","cellular response to cholesterol",24,2,0.3,0.0363,"Biological Processes","5"
"69","GO:0014033","neural crest cell differentiation",107,3,1.35,0.0364,"Biological Processes","5"
"70","GO:0036035","osteoclast development",29,2,0.37,0.0372,"Biological Processes","5"
"71","GO:1990575","mitochondrial L-ornithine transmembrane transport",3,1,0.04,0.0373,"Biological Processes","5"
"72","GO:2000650","negative regulation of sodium ion transmembrane tra...",3,1,0.04,0.0373,"Biological Processes","5"
"73","GO:0010286","heat acclimation",3,1,0.04,0.0373,"Biological Processes","5"
"74","GO:0089709","L-histidine transmembrane transport",3,1,0.04,0.0373,"Biological Processes","5"
"75","GO:0048597","post-embryonic camera-type eye morphogenesis",3,1,0.04,0.0373,"Biological Processes","5"
"76","GO:1902548","negative regulation of cellular response to vascula...",3,1,0.04,0.0373,"Biological Processes","5"
"77","GO:0006419","alanyl-tRNA aminoacylation",3,1,0.04,0.0373,"Biological Processes","5"
"78","GO:1904881","cellular response to hydrogen sulfide",3,1,0.04,0.0373,"Biological Processes","5"
"79","GO:0006154","adenosine catabolic process",3,1,0.04,0.0373,"Biological Processes","5"
"80","GO:0032874","positive regulation of stress-activated MAPK cascad...",3,1,0.04,0.0373,"Biological Processes","5"
"81","GO:0019464","glycine decarboxylation via glycine cleavage system",3,1,0.04,0.0373,"Biological Processes","5"
"82","GO:0046103","inosine biosynthetic process",3,1,0.04,0.0373,"Biological Processes","5"
"83","GO:1901509","regulation of endothelial tube morphogenesis",3,1,0.04,0.0373,"Biological Processes","5"
"84","GO:1902416","positive regulation of mRNA binding",3,1,0.04,0.0373,"Biological Processes","5"
"85","GO:0036245","cellular response to menadione",3,1,0.04,0.0373,"Biological Processes","5"
"86","GO:0060059","embryonic retina morphogenesis in camera-type eye",25,2,0.31,0.0392,"Biological Processes","5"
"87","GO:0051491","positive regulation of filopodium assembly",25,2,0.31,0.0392,"Biological Processes","5"
"88","GO:0021987","cerebral cortex development",103,4,1.3,0.0413,"Biological Processes","5"
"89","GO:0015012","heparan sulfate proteoglycan biosynthetic process",26,2,0.33,0.0421,"Biological Processes","5"
"90","GO:0001503","ossification",548,9,6.9,0.0429,"Biological Processes","5"
"91","GO:0031290","retinal ganglion cell axon guidance",27,2,0.34,0.0451,"Biological Processes","5"
"92","GO:0035335","peptidyl-tyrosine dephosphorylation",28,2,0.35,0.0482,"Biological Processes","5"
"93","GO:0050927","positive regulation of positive chemotaxis",28,2,0.35,0.0482,"Biological Processes","5"
"94","GO:0000707","meiotic DNA recombinase assembly",4,1,0.05,0.0494,"Biological Processes","5"
"95","GO:0019885","antigen processing and presentation of endogenous p...",4,1,0.05,0.0494,"Biological Processes","5"
"96","GO:0015911","long-chain fatty acid import across plasma membrane",4,1,0.05,0.0494,"Biological Processes","5"
"97","GO:0030210","heparin proteoglycan biosynthetic process",4,1,0.05,0.0494,"Biological Processes","5"
"98","GO:0035289","posterior head segmentation",4,1,0.05,0.0494,"Biological Processes","5"
"99","GO:1903386","negative regulation of homophilic cell adhesion",4,1,0.05,0.0494,"Biological Processes","5"
"100","GO:0071699","olfactory placode morphogenesis",4,1,0.05,0.0494,"Biological Processes","5"
"101","GO:0005044","scavenger receptor activity",189,9,2.5,0.00094,"Molecular Functions","5"
"102","GO:0005524","ATP binding",2243,46,29.63,0.00156,"Molecular Functions","5"
"103","GO:0086038","calcium:sodium antiporter activity involved in regu...",5,2,0.07,0.00169,"Molecular Functions","5"
"104","GO:0032454","histone H3K9 demethylase activity",5,2,0.07,0.00169,"Molecular Functions","5"
"105","GO:0005509","calcium ion binding",1711,37,22.6,0.00193,"Molecular Functions","5"
"106","GO:0016887","ATP hydrolysis activity",213,9,2.81,0.00216,"Molecular Functions","5"
"107","GO:0016175","superoxide-generating NAD(P)H oxidase activity",8,2,0.11,0.00462,"Molecular Functions","5"
"108","GO:0004519","endonuclease activity",702,16,9.27,0.01228,"Molecular Functions","5"
"109","GO:0051864","histone H3K36 demethylase activity",13,2,0.17,0.01232,"Molecular Functions","5"
"110","GO:0004190","aspartic-type endopeptidase activity",486,13,6.42,0.01288,"Molecular Functions","5"
"111","GO:0019010","farnesoic acid O-methyltransferase activity",1,1,0.01,0.01321,"Molecular Functions","5"
"112","GO:0017005","3'-tyrosyl-DNA phosphodiesterase activity",1,1,0.01,0.01321,"Molecular Functions","5"
"113","GO:0015369","calcium:proton antiporter activity",1,1,0.01,0.01321,"Molecular Functions","5"
"114","GO:0008773","[protein-PII] uridylyltransferase activity",1,1,0.01,0.01321,"Molecular Functions","5"
"115","GO:0031698","beta-2 adrenergic receptor binding",1,1,0.01,0.01321,"Molecular Functions","5"
"116","GO:0005131","growth hormone receptor binding",1,1,0.01,0.01321,"Molecular Functions","5"
"117","GO:0004375","glycine dehydrogenase (decarboxylating) activity",1,1,0.01,0.01321,"Molecular Functions","5"
"118","GO:0004377","GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransf...",1,1,0.01,0.01321,"Molecular Functions","5"
"119","GO:0008269","JAK pathway signal transduction adaptor activity",1,1,0.01,0.01321,"Molecular Functions","5"
"120","GO:0070280","pyridoxal binding",1,1,0.01,0.01321,"Molecular Functions","5"
"121","GO:0035575","histone H4K20 demethylase activity",1,1,0.01,0.01321,"Molecular Functions","5"
"122","GO:0016941","natriuretic peptide receptor activity",14,2,0.18,0.01425,"Molecular Functions","5"
"123","GO:0043395","heparan sulfate proteoglycan binding",16,2,0.21,0.01847,"Molecular Functions","5"
"124","GO:0008429","phosphatidylethanolamine binding",16,2,0.21,0.01847,"Molecular Functions","5"
"125","GO:0004672","protein kinase activity",942,22,12.45,0.02281,"Molecular Functions","5"
"126","GO:0019210","kinase inhibitor activity",55,3,0.73,0.02554,"Molecular Functions","5"
"127","GO:0019534","toxin transmembrane transporter activity",19,2,0.25,0.02564,"Molecular Functions","5"
"128","GO:0015016","heparan sulfate N-sulfotransferase activity",2,1,0.03,0.02625,"Molecular Functions","5"
"129","GO:0031544","peptidyl-proline 3-dioxygenase activity",2,1,0.03,0.02625,"Molecular Functions","5"
"130","GO:0019153","protein-disulfide reductase (glutathione) activity",2,1,0.03,0.02625,"Molecular Functions","5"
"131","GO:0071558","histone H3K27me2/H3K27me3 demethylase activity",2,1,0.03,0.02625,"Molecular Functions","5"
"132","GO:1990715","mRNA CDS binding",2,1,0.03,0.02625,"Molecular Functions","5"
"133","GO:0047696","beta-adrenergic receptor kinase activity",2,1,0.03,0.02625,"Molecular Functions","5"
"134","GO:0005159","insulin-like growth factor receptor binding",2,1,0.03,0.02625,"Molecular Functions","5"
"135","GO:0030379","neurotensin receptor activity, non-G protein-couple...",2,1,0.03,0.02625,"Molecular Functions","5"
"136","GO:0004703","G protein-coupled receptor kinase activity",2,1,0.03,0.02625,"Molecular Functions","5"
"137","GO:0019871","sodium channel inhibitor activity",2,1,0.03,0.02625,"Molecular Functions","5"
"138","GO:0005138","interleukin-6 receptor binding",2,1,0.03,0.02625,"Molecular Functions","5"
"139","GO:0042281","dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucos...",2,1,0.03,0.02625,"Molecular Functions","5"
"140","GO:0010465","nerve growth factor receptor activity",2,1,0.03,0.02625,"Molecular Functions","5"
"141","GO:0008253","5'-nucleotidase activity",2,1,0.03,0.02625,"Molecular Functions","5"
"142","GO:0050816","phosphothreonine residue binding",2,1,0.03,0.02625,"Molecular Functions","5"
"143","GO:0031208","POZ domain binding",20,2,0.26,0.02824,"Molecular Functions","5"
"144","GO:0008201","heparin binding",175,6,2.31,0.02898,"Molecular Functions","5"
"145","GO:0004725","protein tyrosine phosphatase activity",113,5,1.49,0.0357,"Molecular Functions","5"
"146","GO:0005178","integrin binding",140,5,1.85,0.03839,"Molecular Functions","5"
"147","GO:0004386","helicase activity",274,6,3.62,0.03883,"Molecular Functions","5"
"148","GO:0015018","galactosylgalactosylxylosylprotein 3-beta-glucurono...",3,1,0.04,0.03911,"Molecular Functions","5"
"149","GO:0004797","thymidine kinase activity",3,1,0.04,0.03911,"Molecular Functions","5"
"150","GO:0001729","ceramide kinase activity",3,1,0.04,0.03911,"Molecular Functions","5"
"151","GO:0000033","alpha-1,3-mannosyltransferase activity",3,1,0.04,0.03911,"Molecular Functions","5"
"152","GO:0032137","guanine/thymine mispair binding",3,1,0.04,0.03911,"Molecular Functions","5"
"153","GO:0047876","endoglycosylceramidase activity",3,1,0.04,0.03911,"Molecular Functions","5"
"154","GO:0004813","alanine-tRNA ligase activity",3,1,0.04,0.03911,"Molecular Functions","5"
"155","GO:0008607","phosphorylase kinase regulator activity",3,1,0.04,0.03911,"Molecular Functions","5"
"156","GO:0008442","3-hydroxyisobutyrate dehydrogenase activity",3,1,0.04,0.03911,"Molecular Functions","5"
"157","GO:0030246","carbohydrate binding",567,14,7.49,0.03935,"Molecular Functions","5"
"158","GO:0022803","passive transmembrane transporter activity",778,9,10.28,0.03948,"Molecular Functions","5"
"159","GO:0070006","metalloaminopeptidase activity",25,2,0.33,0.04272,"Molecular Functions","5"
"160","GO:0005041","low-density lipoprotein particle receptor activity",26,2,0.34,0.04589,"Molecular Functions","5"
