Id,Date,Delta T [min],Device,Channel,Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
9258599,19/12/20 12:28:42,0.499,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.631,µmol/L,10.004,°C,1029.000,hPa,Humid,35,16
9258608,19/12/20 12:28:43,0.516,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.755,µmol/L,10.005,°C,1029.000,hPa,Humid,35,16
9258616,19/12/20 12:28:44,0.532,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.634,µmol/L,10.008,°C,1029.000,hPa,Humid,35,16
9258627,19/12/20 12:28:45,0.549,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.607,µmol/L,10.016,°C,1029.000,hPa,Humid,35,16
9258632,19/12/20 12:28:46,0.565,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.643,µmol/L,10.014,°C,1029.000,hPa,Humid,35,16
9258640,19/12/20 12:28:47,0.582,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.634,µmol/L,10.018,°C,1029.000,hPa,Humid,35,16
9258650,19/12/20 12:28:48,0.599,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.596,µmol/L,10.003,°C,1029.000,hPa,Humid,35,16
9258655,19/12/20 12:28:49,0.615,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.789,µmol/L,10.003,°C,1029.000,hPa,Humid,35,16
9258664,19/12/20 12:28:50,0.632,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.550,µmol/L,10.012,°C,1029.000,hPa,Humid,35,16
9258671,19/12/20 12:28:51,0.650,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.548,µmol/L,10.017,°C,1029.000,hPa,Humid,35,16
9258680,19/12/20 12:28:52,0.665,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.659,µmol/L,10.010,°C,1029.000,hPa,Humid,35,16
9258691,19/12/20 12:28:53,0.682,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.604,µmol/L,10.012,°C,1029.000,hPa,Humid,35,16
9258697,19/12/20 12:28:54,0.699,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.636,µmol/L,10.015,°C,1029.000,hPa,Humid,35,16
9258706,19/12/20 12:28:55,0.716,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.604,µmol/L,10.012,°C,1029.000,hPa,Humid,35,16
9258712,19/12/20 12:28:56,0.732,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.687,µmol/L,10.006,°C,1029.000,hPa,Humid,35,16
9258718,19/12/20 12:28:57,0.749,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.653,µmol/L,10.006,°C,1029.000,hPa,Humid,35,16
9258729,19/12/20 12:28:58,0.766,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.565,µmol/L,10.005,°C,1029.000,hPa,Humid,35,16
9258738,19/12/20 12:28:59,0.783,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.485,µmol/L,10.020,°C,1029.000,hPa,Humid,35,16
9258743,19/12/20 12:29:00,0.799,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.419,µmol/L,10.021,°C,1029.000,hPa,Humid,35,16
9258753,19/12/20 12:29:01,0.815,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.687,µmol/L,9.997,°C,1029.000,hPa,Humid,35,16
9258761,19/12/20 12:29:02,0.832,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.606,µmol/L,10.004,°C,1029.000,hPa,Humid,35,16
9258770,19/12/20 12:29:03,0.849,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.624,µmol/L,10.007,°C,1029.000,hPa,Humid,35,16
9258779,19/12/20 12:29:04,0.866,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.632,µmol/L,10.008,°C,1029.000,hPa,Humid,35,16
9258783,19/12/20 12:29:05,0.882,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.436,µmol/L,10.034,°C,1029.000,hPa,Humid,35,16
9258793,19/12/20 12:29:06,0.899,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.549,µmol/L,10.019,°C,1029.000,hPa,Humid,35,16
9258802,19/12/20 12:29:07,0.916,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.491,µmol/L,10.024,°C,1029.000,hPa,Humid,35,16
9258810,19/12/20 12:29:08,0.933,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.562,µmol/L,10.017,°C,1029.000,hPa,Humid,35,16
9258815,19/12/20 12:29:09,0.949,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.576,µmol/L,10.021,°C,1029.000,hPa,Humid,35,16
9258822,19/12/20 12:29:10,0.965,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.504,µmol/L,10.020,°C,1029.000,hPa,Humid,35,16
9258831,19/12/20 12:29:11,0.982,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.613,µmol/L,10.008,°C,1029.000,hPa,Humid,35,16
9258844,19/12/20 12:29:12,0.999,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.594,µmol/L,10.008,°C,1029.000,hPa,Humid,35,16
9258852,19/12/20 12:29:13,1.016,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.567,µmol/L,10.014,°C,1029.000,hPa,Humid,35,16
9258857,19/12/20 12:29:14,1.032,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.586,µmol/L,10.014,°C,1029.000,hPa,Humid,35,16
9258867,19/12/20 12:29:15,1.049,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.609,µmol/L,10.014,°C,1029.000,hPa,Humid,35,16
9258876,19/12/20 12:29:16,1.066,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.557,µmol/L,10.020,°C,1029.000,hPa,Humid,35,16
9258884,19/12/20 12:29:17,1.083,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.475,µmol/L,10.024,°C,1029.000,hPa,Humid,35,16
9258891,19/12/20 12:29:18,1.099,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.540,µmol/L,10.010,°C,1029.000,hPa,Humid,35,16
9258894,19/12/20 12:29:19,1.115,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.701,µmol/L,10.000,°C,1029.000,hPa,Humid,35,16
9258904,19/12/20 12:29:20,1.132,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.571,µmol/L,10.019,°C,1029.000,hPa,Humid,35,16
9258915,19/12/20 12:29:21,1.149,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.674,µmol/L,9.998,°C,1029.000,hPa,Humid,35,16
9258924,19/12/20 12:29:22,1.166,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.627,µmol/L,10.011,°C,1029.000,hPa,Humid,35,16
9258929,19/12/20 12:29:23,1.182,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.404,µmol/L,10.030,°C,1029.000,hPa,Humid,35,16
9258935,19/12/20 12:29:24,1.199,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.492,µmol/L,10.019,°C,1029.000,hPa,Humid,35,16
9258946,19/12/20 12:29:25,1.216,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.503,µmol/L,10.018,°C,1029.000,hPa,Humid,35,16
9258955,19/12/20 12:29:26,1.232,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.529,µmol/L,10.012,°C,1029.000,hPa,Humid,35,16
9258961,19/12/20 12:29:27,1.249,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.507,µmol/L,10.025,°C,1029.000,hPa,Humid,35,16
9258968,19/12/20 12:29:28,1.266,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.461,µmol/L,10.023,°C,1029.000,hPa,Humid,35,16
9258978,19/12/20 12:29:29,1.283,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.515,µmol/L,10.019,°C,1029.000,hPa,Humid,35,16
9258983,19/12/20 12:29:30,1.299,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.461,µmol/L,10.021,°C,1029.000,hPa,Humid,35,16
9258993,19/12/20 12:29:31,1.315,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.600,µmol/L,10.015,°C,1029.000,hPa,Humid,35,16
9258999,19/12/20 12:29:32,1.332,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.473,µmol/L,10.029,°C,1029.000,hPa,Humid,35,16
9259007,19/12/20 12:29:33,1.349,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.440,µmol/L,10.028,°C,1029.000,hPa,Humid,35,16
9259018,19/12/20 12:29:34,1.366,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.514,µmol/L,10.014,°C,1029.000,hPa,Humid,35,16
9259024,19/12/20 12:29:35,1.382,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.564,µmol/L,10.010,°C,1029.000,hPa,Humid,35,16
9259032,19/12/20 12:29:36,1.399,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.536,µmol/L,10.011,°C,1029.000,hPa,Humid,35,16
9259039,19/12/20 12:29:37,1.416,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.519,µmol/L,10.025,°C,1029.000,hPa,Humid,35,16
9259048,19/12/20 12:29:38,1.433,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.413,µmol/L,10.029,°C,1029.000,hPa,Humid,35,16
9259056,19/12/20 12:29:39,1.449,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.498,µmol/L,10.013,°C,1029.000,hPa,Humid,35,16
9259065,19/12/20 12:29:40,1.465,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.612,µmol/L,10.011,°C,1029.000,hPa,Humid,35,16
9259072,19/12/20 12:29:41,1.482,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.465,µmol/L,10.018,°C,1029.000,hPa,Humid,35,16
9259079,19/12/20 12:29:42,1.499,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.457,µmol/L,10.021,°C,1029.000,hPa,Humid,35,16
9259092,19/12/20 12:29:43,1.516,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.370,µmol/L,10.032,°C,1029.000,hPa,Humid,35,16
9259096,19/12/20 12:29:44,1.532,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.495,µmol/L,10.024,°C,1029.000,hPa,Humid,35,16
9259104,19/12/20 12:29:45,1.549,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.531,µmol/L,10.014,°C,1029.000,hPa,Humid,35,16
9259109,19/12/20 12:29:46,1.566,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.474,µmol/L,10.017,°C,1029.000,hPa,Humid,35,16
9259122,19/12/20 12:29:47,1.583,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.508,µmol/L,10.017,°C,1029.000,hPa,Humid,35,16
9259127,19/12/20 12:29:48,1.599,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.461,µmol/L,10.018,°C,1029.000,hPa,Humid,35,16
9259134,19/12/20 12:29:49,1.615,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.516,µmol/L,10.018,°C,1029.000,hPa,Humid,35,16
9259141,19/12/20 12:29:50,1.632,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.500,µmol/L,10.013,°C,1029.000,hPa,Humid,35,16
9259153,19/12/20 12:29:51,1.649,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.327,µmol/L,10.033,°C,1029.000,hPa,Humid,35,16
9259163,19/12/20 12:29:52,1.666,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.424,µmol/L,10.023,°C,1029.000,hPa,Humid,35,16
9259165,19/12/20 12:29:53,1.682,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.457,µmol/L,10.021,°C,1029.000,hPa,Humid,35,16
9259176,19/12/20 12:29:54,1.699,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.410,µmol/L,10.022,°C,1029.000,hPa,Humid,35,16
9259182,19/12/20 12:29:55,1.716,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.555,µmol/L,10.018,°C,1029.000,hPa,Humid,35,16
9259194,19/12/20 12:29:56,1.733,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.484,µmol/L,10.025,°C,1029.000,hPa,Humid,35,16
9259197,19/12/20 12:29:57,1.749,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.330,µmol/L,10.023,°C,1029.000,hPa,Humid,35,16
9259205,19/12/20 12:29:58,1.766,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.440,µmol/L,10.028,°C,1029.000,hPa,Humid,35,16
9259213,19/12/20 12:29:59,1.782,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.501,µmol/L,10.023,°C,1029.000,hPa,Humid,35,16
9259221,19/12/20 12:30:00,1.799,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.554,µmol/L,10.004,°C,1029.000,hPa,Humid,35,16
9259229,19/12/20 12:30:01,1.815,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.330,µmol/L,10.025,°C,1029.000,hPa,Humid,35,16
9259237,19/12/20 12:30:02,1.832,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.448,µmol/L,10.022,°C,1029.000,hPa,Humid,35,16
9259245,19/12/20 12:30:03,1.849,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.421,µmol/L,10.023,°C,1029.000,hPa,Humid,35,16
9259253,19/12/20 12:30:04,1.866,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.582,µmol/L,10.010,°C,1029.000,hPa,Humid,35,16
9259261,19/12/20 12:30:05,1.882,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.332,µmol/L,10.030,°C,1029.000,hPa,Humid,35,16
9259269,19/12/20 12:30:06,1.899,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.528,µmol/L,10.007,°C,1029.000,hPa,Humid,35,16
9259277,19/12/20 12:30:07,1.916,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.413,µmol/L,10.022,°C,1029.000,hPa,Humid,35,16
9259289,19/12/20 12:30:08,1.933,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.433,µmol/L,10.019,°C,1029.000,hPa,Humid,35,16
9259293,19/12/20 12:30:09,1.949,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.504,µmol/L,10.008,°C,1029.000,hPa,Humid,35,16
9259301,19/12/20 12:30:10,1.965,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.508,µmol/L,10.029,°C,1029.000,hPa,Humid,35,16
9259309,19/12/20 12:30:11,1.982,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.485,µmol/L,10.022,°C,1029.000,hPa,Humid,35,16
9259317,19/12/20 12:30:12,1.999,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.310,µmol/L,10.030,°C,1029.000,hPa,Humid,35,16
9259331,19/12/20 12:30:13,2.015,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.354,µmol/L,10.022,°C,1029.000,hPa,Humid,35,16
9259339,19/12/20 12:30:14,2.032,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.458,µmol/L,10.011,°C,1029.000,hPa,Humid,35,16
9259348,19/12/20 12:30:15,2.049,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.544,µmol/L,10.007,°C,1029.000,hPa,Humid,35,16
9259356,19/12/20 12:30:16,2.066,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.416,µmol/L,10.017,°C,1029.000,hPa,Humid,35,16
9259363,19/12/20 12:30:17,2.082,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.525,µmol/L,10.017,°C,1029.000,hPa,Humid,35,16
9259372,19/12/20 12:30:18,2.099,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.540,µmol/L,10.010,°C,1029.000,hPa,Humid,35,16
9259380,19/12/20 12:30:19,2.116,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.485,µmol/L,10.022,°C,1029.000,hPa,Humid,35,16
9259388,19/12/20 12:30:20,2.133,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.407,µmol/L,10.018,°C,1029.000,hPa,Humid,35,16
9259396,19/12/20 12:30:21,2.149,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.352,µmol/L,10.027,°C,1029.000,hPa,Humid,35,16
9259404,19/12/20 12:30:22,2.166,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.408,µmol/L,10.025,°C,1029.000,hPa,Humid,35,16
9259412,19/12/20 12:30:23,2.182,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),19/12/20 11:16:31,default,233.420,µmol/L,10.019,°C,1029.000,hPa,Humid,35,16
